type,source,overall_accuracy,date,entity,relation,hallucinated,hallucination_type,output
point_in_time,template,0.9118,1.0000,0.7353,1.0000,False,none,"The event known as announced polio vaccine took place on April 12, 1955."
point_in_time,template,0.9000,1.0000,0.7000,1.0000,False,none,The event known as proposed Hawking radiation took place on 1974.
intervals,template,0.9583,1.0000,0.8750,1.0000,False,none,"In the 6 years from September 1, 1939 to September 2, 1945, lasted."
intervals,template,0.7500,1.0000,0.2500,1.0000,False,none,occurred ran from 14th century to 17th century.
intervals,template,0.8750,1.0000,0.6250,1.0000,False,none,spanned lasted from 1890 to 1934.
intervals,template,0.9667,1.0000,0.9000,1.0000,False,none,"In the 42 years from March 12, 1947 to December 3, 1989, persisted."
intervals,template,0.9000,1.0000,0.7000,1.0000,True,relation,defined ran from 1837 to 1901.
intervals,template,0.8889,1.0000,0.6667,1.0000,True,relation,transformed ran from 1760 to 1840.
intervals,template,0.8889,1.0000,0.6667,1.0000,False,none,shaped lasted from 1685 to 1815.
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.9444,1.0000,0.8333,1.0000,False,none,"In the 5 years from 1995 to 2000, characterized tech."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
intervals,template,0.9545,1.0000,0.8636,1.0000,False,none,"In the 1000 years from 5th century to 15th century, dominated Europe."
intervals,template,0.7222,1.0000,0.1667,1.0000,True,relation,flourished ran from 3100 BCE to 30 BCE.
intervals,template,0.7222,1.0000,0.1667,1.0000,True,relation,governed ran from 27 BCE to 476 CE.
intervals,template,0.6667,0.5000,0.5000,1.0000,True,relation,endured ran from 330 CE to 1453 CE.
intervals,template,0.7778,1.0000,0.3333,1.0000,False,none,"In the 600 years from 8th century to 14th century, flourished."
intervals,template,0.9444,1.0000,0.8333,1.0000,False,none,"In the 273 years from 793 to 1066, influenced."
intervals,template,0.7917,1.0000,0.3750,1.0000,False,none,"In the 300 years from 14th century to 17th century, transformed."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 356 years from 1478 to 1834, persisted."
intervals,template,0.7778,1.0000,0.3333,1.0000,False,none,"In the 200 years from 16th century to 18th century, revolutionized."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 9 years from 1920 to 1929, characterized."
sequences,template,0.0909,0.0000,0.2727,0.0000,False,none,The way it went was this: Archduke assassinated. Then Ultimatum issued to Serbia. Then War declared 
sequences,template,0.0988,0.0000,0.2963,0.0000,True,relation,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
sequences,template,0.5034,0.2000,0.3103,1.0000,False,none,5 steps in all. First Ancient Egypt thrived. Then Roman Empire rose. Last Middle Ages began. Key fac
sequences,template,0.4211,0.0000,0.2632,1.0000,True,relation,The way it went was this: Internet invented. Then Web created. Then Browsers commercialized. Key fac
sequences,template,0.4103,0.0000,0.2308,1.0000,True,relation,The way it went was this: COVID-19 emerges. Then Lockdowns implemented. Then Vaccines developed. Key
sequences,template,0.0933,0.0000,0.2800,0.0000,False,none,"In 90 years, this is what happened: Industrial Revolution began. Then Steam engine perfected. Then F"
sequences,template,0.4198,0.0000,0.2593,1.0000,True,relation,5 steps in all. First French Revolution erupted. Then Bastille stormed. Last Rights declared. Key fa
sequences,template,0.4058,0.0000,0.2174,1.0000,True,relation,The way it went was this: Civil War started. Then Battle of Gettysburg. Then Emancipation Proclamati
sequences,template,0.4103,0.0000,0.2308,1.0000,True,relation,5 steps in all. First World War I began. Then Trench warfare dominated. Last US joined the war. Key 
sequences,template,0.4321,0.0000,0.2963,1.0000,True,relation,The way it went was this: Nazi Party rose. Then Hitler became Chancellor. Then World War II began. K
sequences,template,0.0833,0.0000,0.2500,0.0000,True,relation,The way it went was this: Heliocentric theory proposed. Then Planetary laws discovered. Then Telesco
sequences,template,0.4203,0.0000,0.2609,1.0000,True,relation,The way it went was this: Atoms proposed. Then Atomic structure discovered. Then Electrons identifie
sequences,template,0.4306,0.0000,0.2917,1.0000,True,relation,The way it went was this: Evolution theory proposed. Then Natural selection identified. Then Fossils
sequences,template,0.4306,0.0000,0.2917,1.0000,True,relation,The way it went was this: Germ theory proposed. Then Bacteria identified. Then Antiseptic practices 
sequences,template,0.4167,0.0000,0.2500,1.0000,False,none,"In 49 years, this is what happened: Radioactivity discovered. Then Radium isolated. Then Atomic ener"
sequences,template,0.4091,0.0000,0.2273,1.0000,False,none,"In 106 years, this is what happened: Telegraph invented. Then Telegraph networks expanded. Then Tele"
sequences,template,0.4864,0.2000,0.2593,1.0000,False,none,The way it went was this: First computers built. Then Programming languages developed. Then Personal
sequences,template,0.4058,0.0000,0.2174,1.0000,True,relation,The way it went was this: Photography invented. Then Color photography developed. Then Motion pictur
sequences,template,0.0909,0.0000,0.2727,0.0000,False,none,The way it went was this: Archduke assassinated. Then Ultimatum issued to Serbia. Then War declared 
sequences,template,0.0988,0.0000,0.2963,0.0000,True,relation,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
causality,template,0.4394,1.0000,0.3182,0.0000,True,relation,Archduke Franz Ferdinand assassinated. This made it so: Austria-Hungary declared war on Serbia. Key 
causality,template,0.9400,1.0000,0.8200,1.0000,False,none,"Stock market crash on October 29, 1929. This made it so: Great Depression lasted throughout 1930s. K"
causality,template,0.9444,1.0000,0.8333,1.0000,False,none,Printing press invented around 1440. This made it so: Knowledge spread accelerated dramatically. Key
causality,template,0.6111,1.0000,0.8333,0.0000,True,relation,Penicillin discovered in 1928. This made it so: Antibiotic medicine revolutionized healthcare. Key f
causality,template,0.6061,1.0000,0.8182,0.0000,True,relation,Russian Revolution occurred in 1917. This made it so: Soviet Union became superpower. Key facts: Rus
causality,template,0.4333,1.0000,0.3000,0.0000,False,none,Industrial Revolution in 18th century. This led to Urbanization and migration accelerated. Key facts
causality,template,0.7719,1.0000,0.3158,1.0000,False,none,Steam engine was invented. This made it so: Transportation and manufacturing revolutionized. Key fac
causality,template,0.9348,1.0000,0.8043,1.0000,False,none,Berlin Wall fell in 1989. This made it so: Cold War ended and Germany reunified. Key facts: Berlin W
causality,template,0.6034,1.0000,0.3103,0.5000,True,relation,Climate change from greenhouse emissions. This made it so: Rising sea levels threaten coastal region
causality,template,0.4333,1.0000,0.3000,0.0000,False,none,Internet was invented. This made it so: Global communication and commerce transformed. Key facts: In
causality,template,0.4487,1.0000,0.3462,0.0000,False,none,Treaty of Versailles imposed on Germany. This made it so: Nazi Party rise fueled by resentment. Key 
causality,template,0.7619,1.0000,0.2857,1.0000,False,none,British taxation on American colonies. This made it so: American Revolution erupted. Key facts: Brit
causality,template,0.7681,1.0000,0.3043,1.0000,False,none,French monarchy despotism and financial crisis. This made it so: French Revolution transformed Europ
causality,template,0.6212,1.0000,0.3636,0.5000,True,relation,Alliance system pulled powers into World War I. This was due to Archduke assassinated. Key facts: Ar
causality,template,0.7619,1.0000,0.2857,1.0000,False,none,Nazi expansionist policies. This made it so: World War II triggered in Europe. Key facts: Nazi expan
causality,template,0.4533,1.0000,0.3600,0.0000,True,relation,Genetic inheritance patterns observed. This made it so: Evolution theory refined with genetics. Key 
causality,template,0.9444,1.0000,0.8333,1.0000,False,none,X-rays discovered by Röntgen in 1895. This made it so: Medical imaging revolutionized diagnosis. Key
causality,template,0.7778,1.0000,0.3333,1.0000,False,none,Einstein formulated relativity theory. This made it so: Modern physics fundamentally transformed. Ke
causality,template,0.9259,1.0000,0.7778,1.0000,False,none,Transistor developed in 1947. This made it so: Modern computer age began. Key facts: Transistor deve
causality,template,0.7778,1.0000,0.3333,1.0000,False,none,Synthetic insulin synthesized. This made it so: Diabetes treatment became accessible. Key facts: Syn
overlaps,template,0.1282,0.0000,0.3846,0.0000,True,relation,All 3 at once: Korean War and Cold War and Nuclear arms race. Key facts: Korean War | Nuclear arms r
overlaps,template,0.4667,1.0000,0.4000,0.0000,False,none,"In late 1500s-early 1600s, Shakespeare writing and Globe Theatre operating and Elizabethan era and E"
overlaps,template,0.1895,0.2000,0.3684,0.0000,False,none,All 4 at once: Apollo 11 mission and Vietnam War and Civil Rights Movement and Computer Age beginnin
overlaps,template,0.1333,0.0000,0.4000,0.0000,True,relation,All 4 at once: COVID-19 pandemic and Remote work mainstream and Digital transformation and Supply ch
overlaps,template,0.7778,1.0000,0.3333,1.0000,False,none,All 4 at once: Renaissance in Italy and Age of Exploration and Protestant Reformation and Scientific
overlaps,template,0.4737,0.0000,0.4211,1.0000,True,relation,All 4 at once: Berlin Blockade and NATO formation and Israel established and Korean War started. Key
overlaps,template,0.8039,1.0000,0.4118,1.0000,True,relation,"In late 1700s, Industrial Revolution in Britain and American Revolution and French Enlightenment and"
overlaps,template,0.1500,0.0000,0.4500,0.0000,True,relation,All 4 at once: Dot-com boom and Mobile computing rise and Broadband expansion and E-commerce emerged
overlaps,template,0.7778,1.0000,0.3333,1.0000,False,none,All 4 at once: Medieval period and Renaissance emerging and Feudalism declining and Humanism spreadi
overlaps,template,0.6167,1.0000,0.3500,0.5000,False,none,"In late 1700s, Age of Enlightenment and Industrial Revolution beginning and Aristocratic power wanin"
overlaps,template,0.5404,0.2000,0.4211,1.0000,False,none,All 4 at once: Victorian Era and Industrial Revolution and British Empire peak and Socialism rising.
overlaps,template,0.1212,0.0000,0.3636,0.0000,True,relation,All 4 at once: Belle Époque flourishing and Industrial society maturing and Imperialism expanding an
overlaps,template,0.1917,0.2000,0.3750,0.0000,False,none,All 4 at once: Roaring Twenties and Jazz Age and Prohibition and Economic prosperity. Key facts: Roa
overlaps,template,0.4667,0.0000,0.4000,1.0000,True,relation,All 4 at once: World War II in Europe and World War II in Pacific and Holocaust and Science research
overlaps,template,0.4630,1.0000,0.3889,0.0000,True,relation,All 4 at once: Vietnam War and Space Race and Civil Rights Movement and Counterculture movement. Key
overlaps,template,0.1304,0.0000,0.3913,0.0000,True,relation,All 4 at once: Berlin Wall fell and Soviet communism collapsed and Germany reunified and Eastern Eur
overlaps,template,0.7879,1.0000,0.3636,1.0000,True,relation,All 4 at once: Internet rise and Mobile phones developed and Digital revolution and E-commerce emerg
overlaps,template,0.1228,0.0000,0.3684,0.0000,True,relation,All 4 at once: September 11 attacks and War on Terror began and Afghanistan invaded and Security mea
overlaps,template,0.8000,1.0000,0.4000,1.0000,True,relation,"In late 1700s-early 1800s, Romantic movement and Industrial Revolution and Political revolutions and"
overlaps,template,0.4444,1.0000,0.3333,0.0000,True,relation,All 4 at once: Modernism in art and Cubism and Surrealism and Expressionism. Key facts: Modernism in
