type,template_id,source,flesch,words,confidence,latency_ms,hallucination,output
overlaps,ov_during_1,template,43.3,31,0.55,1,False,"In late 1500s-early 1600s, Shakespeare writing and Globe Theatre operating and Elizabethan era and E"
overlaps,ov_same_1,template,52.1,29,0.62,1,False,All 4 at once: Apollo 11 mission and Vietnam War and Civil Rights Movement and Computer Age beginnin
overlaps,ov_same_1,template,52.0,27,0.62,1,False,All 4 at once: COVID-19 pandemic and Remote work mainstream and Digital transformation and Supply ch
overlaps,ov_same_1,polished,62.6,38,0.24,555,False,"All four events happened at the same time. They are the Renaissance in Italy, the Age of Exploration"
overlaps,ov_same_1,template,50.1,26,0.60,1,False,All 4 at once: Berlin Blockade and NATO formation and Israel established and Korean War started. Key
overlaps,ov_during_1,polished,64.5,39,0.36,609,False,"In the late 1700s, many big events happened. Britain had the Industrial Revolution. The American Rev"
overlaps,ov_bare_1,template,64.9,24,0.92,1,False,Dot-com boom and Mobile computing rise and Broadband expansion and E-commerce emerged at same time. 
overlaps,ov_same_1,polished,59.7,31,0.29,549,False,All four events happen at once. The Medieval period is ending. The Renaissance is starting. Feudalis
overlaps,ov_during_1,polished,58.8,37,0.39,657,False,"In the late 1700s, many big changes happened. The Age of Enlightenment started. The Industrial Revol"
overlaps,ov_same_1,polished,63.8,32,0.35,750,False,"All four events happen at the same time. The Victorian Era, the Industrial Revolution, the peak of t"
overlaps,ov_same_1,template,36.5,29,0.49,1,False,All 4 at once: Belle Époque flourishing and Industrial society maturing and Imperialism expanding an
overlaps,ov_same_1,template,35.0,23,0.68,1,False,All 4 at once: Roaring Twenties and Jazz Age and Prohibition and Economic prosperity. Key facts: Roa
overlaps,ov_same_1,template,78.8,32,0.80,1,False,All 4 at once: World War II in Europe and World War II in Pacific and Holocaust and Science research
overlaps,ov_bare_1,template,57.2,24,0.86,1,False,Vietnam War and Space Race and Civil Rights Movement and Counterculture movement at same time. Key f
overlaps,ov_same_1,template,36.5,29,0.49,1,False,All 4 at once: Berlin Wall fell and Soviet communism collapsed and Germany reunified and Eastern Eur
overlaps,ov_same_1,template,51.7,25,0.61,1,False,All 4 at once: Internet rise and Mobile phones developed and Digital revolution and E-commerce emerg
overlaps,ov_same_1,template,38.5,30,0.51,1,False,All 4 at once: September 11 attacks and War on Terror began and Afghanistan invaded and Security mea
overlaps,ov_during_1,polished,50.3,36,0.24,634,False,"In the late 1700s and early 1800s, many big changes happened. The Romantic movement grew. Scientists"
overlaps,ov_same_1,polished,73.9,40,0.65,589,False,"All four art styles appeared at the same time. They are Modernism, Cubism, Surrealism, and Expressio"
