scenario_id,granularity,quality_score,length_chars
geop_17201,seconds,,118
geop_17201,minutes,,118
geop_17201,hours,,118
geop_17201,days,,118
geop_17201,months,,118
geop_17201,years,,118
geop_17201,decades,,118
tech_fina_29567,seconds,,71
tech_fina_29567,minutes,,71
tech_fina_29567,hours,,71
tech_fina_29567,days,,71
tech_fina_29567,months,,71
tech_fina_29567,years,,71
tech_fina_29567,decades,,71
tech_48867,seconds,,195
tech_48867,minutes,,195
tech_48867,hours,,195
tech_48867,days,,195
tech_48867,months,,195
tech_48867,years,,195
tech_48867,decades,,195
hist_28629,seconds,,55
hist_28629,minutes,,55
hist_28629,hours,,55
hist_28629,days,,55
hist_28629,months,,55
hist_28629,years,,55
hist_28629,decades,,55
cult_9143,seconds,,102
cult_9143,minutes,,102
cult_9143,hours,,102
cult_9143,days,,102
cult_9143,months,,102
cult_9143,years,,102
cult_9143,decades,,102
geop_16825,seconds,,132
geop_16825,minutes,,132
geop_16825,hours,,132
geop_16825,days,,132
geop_16825,months,,132
geop_16825,years,,132
geop_16825,decades,,132
tech_23316,seconds,,156
tech_23316,minutes,,156
tech_23316,hours,,156
tech_23316,days,,156
tech_23316,months,,156
tech_23316,years,,156
tech_23316,decades,,156
geop_15339,seconds,,68
geop_15339,minutes,,68
geop_15339,hours,,68
geop_15339,days,,68
geop_15339,months,,68
geop_15339,years,,68
geop_15339,decades,,68
medi_31908,seconds,,100
medi_31908,minutes,,100
medi_31908,hours,,100
medi_31908,days,,100
medi_31908,months,,100
medi_31908,years,,100
medi_31908,decades,,100
spor_49547,seconds,,53
spor_49547,minutes,,53
spor_49547,hours,,53
spor_49547,days,,53
spor_49547,months,,53
spor_49547,years,,53
spor_49547,decades,,53
tech_36039,seconds,,53
tech_36039,minutes,,53
tech_36039,hours,,53
tech_36039,days,,53
tech_36039,months,,53
tech_36039,years,,53
tech_36039,decades,,53
tech_36987,seconds,,89
tech_36987,minutes,,89
tech_36987,hours,,89
tech_36987,days,,89
tech_36987,months,,89
tech_36987,years,,89
tech_36987,decades,,89
scie_28158,seconds,,46
scie_28158,minutes,,46
scie_28158,hours,,46
scie_28158,days,,46
scie_28158,months,,46
scie_28158,years,,46
scie_28158,decades,,46
tech_44016,seconds,,241
tech_44016,minutes,,241
tech_44016,hours,,241
tech_44016,days,,241
tech_44016,months,,241
tech_44016,years,,241
tech_44016,decades,,241
hist_23871,seconds,,106
hist_23871,minutes,,106
hist_23871,hours,,106
hist_23871,days,,106
hist_23871,months,,106
hist_23871,years,,106
hist_23871,decades,,106
scie_28174,seconds,,54
scie_28174,minutes,,54
scie_28174,hours,,54
scie_28174,days,,54
scie_28174,months,,54
scie_28174,years,,54
scie_28174,decades,,54
hist_geop_41914,seconds,,198
hist_geop_41914,minutes,,198
hist_geop_41914,hours,,198
hist_geop_41914,days,,198
hist_geop_41914,months,,198
hist_geop_41914,years,,198
hist_geop_41914,decades,,198
hist_20565,seconds,,53
hist_20565,minutes,,53
hist_20565,hours,,53
hist_20565,days,,53
hist_20565,months,,53
hist_20565,years,,53
hist_20565,decades,,53
fina_43002,seconds,,267
fina_43002,minutes,,267
fina_43002,hours,,267
fina_43002,days,,267
fina_43002,months,,267
fina_43002,years,,267
fina_43002,decades,,267
hist_7692,seconds,,151
hist_7692,minutes,,151
hist_7692,hours,,151
hist_7692,days,,151
hist_7692,months,,151
hist_7692,years,,151
hist_7692,decades,,151
fina_22677,seconds,,53
fina_22677,minutes,,53
fina_22677,hours,,53
fina_22677,days,,53
fina_22677,months,,53
fina_22677,years,,53
fina_22677,decades,,53
fina_38993,seconds,,309
fina_38993,minutes,,309
fina_38993,hours,,309
fina_38993,days,,309
fina_38993,months,,309
fina_38993,years,,309
fina_38993,decades,,309
fina_41595,seconds,,189
fina_41595,minutes,,189
fina_41595,hours,,189
fina_41595,days,,189
fina_41595,months,,189
fina_41595,years,,189
fina_41595,decades,,189
geop_17230,seconds,,124
geop_17230,minutes,,124
geop_17230,hours,,124
geop_17230,days,,124
geop_17230,months,,124
geop_17230,years,,124
geop_17230,decades,,124
fina_45340,seconds,,129
fina_45340,minutes,,129
fina_45340,hours,,129
fina_45340,days,,129
fina_45340,months,,129
fina_45340,years,,129
fina_45340,decades,,129
fina_29390,seconds,,116
fina_29390,minutes,,116
fina_29390,hours,,116
fina_29390,days,,116
fina_29390,months,,116
fina_29390,years,,116
fina_29390,decades,,116
scie_36335,seconds,,89
scie_36335,minutes,,89
scie_36335,hours,,89
scie_36335,days,,89
scie_36335,months,,89
scie_36335,years,,89
scie_36335,decades,,89
fina_geop_40075,seconds,,239
fina_geop_40075,minutes,,239
fina_geop_40075,hours,,239
fina_geop_40075,days,,239
fina_geop_40075,months,,239
fina_geop_40075,years,,239
fina_geop_40075,decades,,239
tech_49107,seconds,,164
tech_49107,minutes,,164
tech_49107,hours,,164
tech_49107,days,,164
tech_49107,months,,164
tech_49107,years,,164
tech_49107,decades,,164
cult_8838,seconds,,150
cult_8838,minutes,,150
cult_8838,hours,,150
cult_8838,days,,150
cult_8838,months,,150
cult_8838,years,,150
cult_8838,decades,,150
hard_28866,seconds,,160
hard_28866,minutes,,160
hard_28866,hours,,160
hard_28866,days,,160
hard_28866,months,,160
hard_28866,years,,160
hard_28866,decades,,160
fina_44416,seconds,,131
fina_44416,minutes,,131
fina_44416,hours,,131
fina_44416,days,,131
fina_44416,months,,131
fina_44416,years,,131
fina_44416,decades,,131
tech_47832,seconds,,245
tech_47832,minutes,,245
tech_47832,hours,,245
tech_47832,days,,245
tech_47832,months,,245
tech_47832,years,,245
tech_47832,decades,,245
tech_hist_29064,seconds,,61
tech_hist_29064,minutes,,61
tech_hist_29064,hours,,61
tech_hist_29064,days,,61
tech_hist_29064,months,,61
tech_hist_29064,years,,61
tech_hist_29064,decades,,61
medi_35137,seconds,,96
medi_35137,minutes,,96
medi_35137,hours,,96
medi_35137,days,,96
medi_35137,months,,96
medi_35137,years,,96
medi_35137,decades,,96
geop_11576,seconds,,96
geop_11576,minutes,,96
geop_11576,hours,,96
geop_11576,days,,96
geop_11576,months,,96
geop_11576,years,,96
geop_11576,decades,,96
geop_19225,seconds,,101
geop_19225,minutes,,101
geop_19225,hours,,101
geop_19225,days,,101
geop_19225,months,,101
geop_19225,years,,101
geop_19225,decades,,101
cult_13280,seconds,,76
cult_13280,minutes,,76
cult_13280,hours,,76
cult_13280,days,,76
cult_13280,months,,76
cult_13280,years,,76
cult_13280,decades,,76
geop_11758,seconds,,130
geop_11758,minutes,,130
geop_11758,hours,,130
geop_11758,days,,130
geop_11758,months,,130
geop_11758,years,,130
geop_11758,decades,,130
hist_34266,seconds,,250
hist_34266,minutes,,250
hist_34266,hours,,250
hist_34266,days,,250
hist_34266,months,,250
hist_34266,years,,250
hist_34266,decades,,250
hist_23350,seconds,,67
hist_23350,minutes,,67
hist_23350,hours,,67
hist_23350,days,,67
hist_23350,months,,67
hist_23350,years,,67
hist_23350,decades,,67
geop_16603,seconds,,136
geop_16603,minutes,,136
geop_16603,hours,,136
geop_16603,days,,136
geop_16603,months,,136
geop_16603,years,,136
geop_16603,decades,,136
medi_24324,seconds,,121
medi_24324,minutes,,121
medi_24324,hours,,121
medi_24324,days,,121
medi_24324,months,,121
medi_24324,years,,121
medi_24324,decades,,121
medi_30118,seconds,,108
medi_30118,minutes,,108
medi_30118,hours,,108
medi_30118,days,,108
medi_30118,months,,108
medi_30118,years,,108
medi_30118,decades,,108
geop_17156,seconds,,47
geop_17156,minutes,,47
geop_17156,hours,,47
geop_17156,days,,47
geop_17156,months,,47
geop_17156,years,,47
geop_17156,decades,,47
fina_geop_hist_39702,seconds,,209
fina_geop_hist_39702,minutes,,209
fina_geop_hist_39702,hours,,209
fina_geop_hist_39702,days,,209
fina_geop_hist_39702,months,,209
fina_geop_hist_39702,years,,209
fina_geop_hist_39702,decades,,209
geop_18362,seconds,,136
geop_18362,minutes,,136
geop_18362,hours,,136
geop_18362,days,,136
geop_18362,months,,136
geop_18362,years,,136
geop_18362,decades,,136
hist_25941,seconds,,53
hist_25941,minutes,,53
hist_25941,hours,,53
hist_25941,days,,53
hist_25941,months,,53
hist_25941,years,,53
hist_25941,decades,,53
cult_8571,seconds,,60
cult_8571,minutes,,60
cult_8571,hours,,60
cult_8571,days,,60
cult_8571,months,,60
cult_8571,years,,60
cult_8571,decades,,60
tech_37848,seconds,,94
tech_37848,minutes,,94
tech_37848,hours,,94
tech_37848,days,,94
tech_37848,months,,94
tech_37848,years,,94
tech_37848,decades,,94
medi_32175,seconds,,64
medi_32175,minutes,,64
medi_32175,hours,,64
medi_32175,days,,64
medi_32175,months,,64
medi_32175,years,,64
medi_32175,decades,,64
tech_36060,seconds,,47
tech_36060,minutes,,47
tech_36060,hours,,47
tech_36060,days,,47
tech_36060,months,,47
tech_36060,years,,47
tech_36060,decades,,47
geop_15432,seconds,,124
geop_15432,minutes,,124
geop_15432,hours,,124
geop_15432,days,,124
geop_15432,months,,124
geop_15432,years,,124
geop_15432,decades,,124
hist_37067,seconds,,46
hist_37067,minutes,,46
hist_37067,hours,,46
hist_37067,days,,46
hist_37067,months,,46
hist_37067,years,,46
hist_37067,decades,,46
geop_15447,seconds,,159
geop_15447,minutes,,159
geop_15447,hours,,159
geop_15447,days,,159
geop_15447,months,,159
geop_15447,years,,159
geop_15447,decades,,159
cult_12745,seconds,,99
cult_12745,minutes,,99
cult_12745,hours,,99
cult_12745,days,,99
cult_12745,months,,99
cult_12745,years,,99
cult_12745,decades,,99
fina_46036,seconds,,171
fina_46036,minutes,,171
fina_46036,hours,,171
fina_46036,days,,171
fina_46036,months,,171
fina_46036,years,,171
fina_46036,decades,,171
medi_24018,seconds,,108
medi_24018,minutes,,108
medi_24018,hours,,108
medi_24018,days,,108
medi_24018,months,,108
medi_24018,years,,108
medi_24018,decades,,108
cult_8592,seconds,,53
cult_8592,minutes,,53
cult_8592,hours,,53
cult_8592,days,,53
cult_8592,months,,53
cult_8592,years,,53
cult_8592,decades,,53
fina_4803,seconds,,101
fina_4803,minutes,,101
fina_4803,hours,,101
fina_4803,days,,101
fina_4803,months,,101
fina_4803,years,,101
fina_4803,decades,,101
medi_scie_28211,seconds,,48
medi_scie_28211,minutes,,48
medi_scie_28211,hours,,48
medi_scie_28211,days,,48
medi_scie_28211,months,,48
medi_scie_28211,years,,48
medi_scie_28211,decades,,48
fina_42739,seconds,,111
fina_42739,minutes,,111
fina_42739,hours,,111
fina_42739,days,,111
fina_42739,months,,111
fina_42739,years,,111
fina_42739,decades,,111
hist_tech_41248,seconds,,179
hist_tech_41248,minutes,,179
hist_tech_41248,hours,,179
hist_tech_41248,days,,179
hist_tech_41248,months,,179
hist_tech_41248,years,,179
hist_tech_41248,decades,,179
medi_30392,seconds,,56
medi_30392,minutes,,56
medi_30392,hours,,56
medi_30392,days,,56
medi_30392,months,,56
medi_30392,years,,56
medi_30392,decades,,56
hist_25543,seconds,,96
hist_25543,minutes,,96
hist_25543,hours,,96
hist_25543,days,,96
hist_25543,months,,96
hist_25543,years,,96
hist_25543,decades,,96
hist_143,seconds,,108
hist_143,minutes,,108
hist_143,hours,,108
hist_143,days,,108
hist_143,months,,108
hist_143,years,,108
hist_143,decades,,108
tech_47172,seconds,,61
tech_47172,minutes,,61
tech_47172,hours,,61
tech_47172,days,,61
tech_47172,months,,61
tech_47172,years,,61
tech_47172,decades,,61
scie_27813,seconds,,98
scie_27813,minutes,,98
scie_27813,hours,,98
scie_27813,days,,98
scie_27813,months,,98
scie_27813,years,,98
scie_27813,decades,,98
fina_2832,seconds,,47
fina_2832,minutes,,47
fina_2832,hours,,47
fina_2832,days,,47
fina_2832,months,,47
fina_2832,years,,47
fina_2832,decades,,47
fina_tech_14740,seconds,,205
fina_tech_14740,minutes,,205
fina_tech_14740,hours,,205
fina_tech_14740,days,,205
fina_tech_14740,months,,205
fina_tech_14740,years,,205
fina_tech_14740,decades,,205
cult_9290,seconds,,120
cult_9290,minutes,,120
cult_9290,hours,,120
cult_9290,days,,120
cult_9290,months,,120
cult_9290,years,,120
cult_9290,decades,,120
scie_32645,seconds,,55
scie_32645,minutes,,55
scie_32645,hours,,55
scie_32645,days,,55
scie_32645,months,,55
scie_32645,years,,55
scie_32645,decades,,55
tech_45812,seconds,,143
tech_45812,minutes,,143
tech_45812,hours,,143
tech_45812,days,,143
tech_45812,months,,143
tech_45812,years,,143
tech_45812,decades,,143
tech_29177,seconds,,68
tech_29177,minutes,,68
tech_29177,hours,,68
tech_29177,days,,68
tech_29177,months,,68
tech_29177,years,,68
tech_29177,decades,,68
hist_fina_41941,seconds,,167
hist_fina_41941,minutes,,167
hist_fina_41941,hours,,167
hist_fina_41941,days,,167
hist_fina_41941,months,,167
hist_fina_41941,years,,167
hist_fina_41941,decades,,167
geop_16628,seconds,,125
geop_16628,minutes,,125
geop_16628,hours,,125
geop_16628,days,,125
geop_16628,months,,125
geop_16628,years,,125
geop_16628,decades,,125
hist_10470,seconds,,164
hist_10470,minutes,,164
hist_10470,hours,,164
hist_10470,days,,164
hist_10470,months,,164
hist_10470,years,,164
hist_10470,decades,,164
tech_48107,seconds,,271
tech_48107,minutes,,271
tech_48107,hours,,271
tech_48107,days,,271
tech_48107,months,,271
tech_48107,years,,271
tech_48107,decades,,271
tech_27104,seconds,,108
tech_27104,minutes,,108
tech_27104,hours,,108
tech_27104,days,,108
tech_27104,months,,108
tech_27104,years,,108
tech_27104,decades,,108
hist_geop_48311,seconds,,290
hist_geop_48311,minutes,,290
hist_geop_48311,hours,,290
hist_geop_48311,days,,290
hist_geop_48311,months,,290
hist_geop_48311,years,,290
hist_geop_48311,decades,,290
geop_16469,seconds,,158
geop_16469,minutes,,158
geop_16469,hours,,158
geop_16469,days,,158
geop_16469,months,,158
geop_16469,years,,158
geop_16469,decades,,158
spor_49872,seconds,,56
spor_49872,minutes,,56
spor_49872,hours,,56
spor_49872,days,,56
spor_49872,months,,56
spor_49872,years,,56
spor_49872,decades,,56
hist_22979,seconds,,128
hist_22979,minutes,,128
hist_22979,hours,,128
hist_22979,days,,128
hist_22979,months,,128
hist_22979,years,,128
hist_22979,decades,,128
cult_13308,seconds,,72
cult_13308,minutes,,72
cult_13308,hours,,72
cult_13308,days,,72
cult_13308,months,,72
cult_13308,years,,72
cult_13308,decades,,72
tech_46288,seconds,,154
tech_46288,minutes,,154
tech_46288,hours,,154
tech_46288,days,,154
tech_46288,months,,154
tech_46288,years,,154
tech_46288,decades,,154
fina_cult_41380,seconds,,261
fina_cult_41380,minutes,,261
fina_cult_41380,hours,,261
fina_cult_41380,days,,261
fina_cult_41380,months,,261
fina_cult_41380,years,,261
fina_cult_41380,decades,,261
hist_24563,seconds,,61
hist_24563,minutes,,61
hist_24563,hours,,61
hist_24563,days,,61
hist_24563,months,,61
hist_24563,years,,61
hist_24563,decades,,61
hist_geop_34112,seconds,,188
hist_geop_34112,minutes,,188
hist_geop_34112,hours,,188
hist_geop_34112,days,,188
hist_geop_34112,months,,188
hist_geop_34112,years,,188
hist_geop_34112,decades,,188
tech_47017,seconds,,88
tech_47017,minutes,,88
tech_47017,hours,,88
tech_47017,days,,88
tech_47017,months,,88
tech_47017,years,,88
tech_47017,decades,,88
fina_43107,seconds,,182
fina_43107,minutes,,182
fina_43107,hours,,182
fina_43107,days,,182
fina_43107,months,,182
fina_43107,years,,182
fina_43107,decades,,182
cult_8979,seconds,,82
cult_8979,minutes,,82
cult_8979,hours,,82
cult_8979,days,,82
cult_8979,months,,82
cult_8979,years,,82
cult_8979,decades,,82
tech_46190,seconds,,194
tech_46190,minutes,,194
tech_46190,hours,,194
tech_46190,days,,194
tech_46190,months,,194
tech_46190,years,,194
tech_46190,decades,,194
fina_cult_39571,seconds,,287
fina_cult_39571,minutes,,287
fina_cult_39571,hours,,287
fina_cult_39571,days,,287
fina_cult_39571,months,,287
fina_cult_39571,years,,287
fina_cult_39571,decades,,287
geop_15577,seconds,,118
geop_15577,minutes,,118
geop_15577,hours,,118
geop_15577,days,,118
geop_15577,months,,118
geop_15577,years,,118
geop_15577,decades,,118
hist_fina_47423,seconds,,179
hist_fina_47423,minutes,,179
hist_fina_47423,hours,,179
hist_fina_47423,days,,179
hist_fina_47423,months,,179
hist_fina_47423,years,,179
hist_fina_47423,decades,,179
scie_hist_32535,seconds,,48
scie_hist_32535,minutes,,48
scie_hist_32535,hours,,48
scie_hist_32535,days,,48
scie_hist_32535,months,,48
scie_hist_32535,years,,48
scie_hist_32535,decades,,48
cult_13875,seconds,,129
cult_13875,minutes,,129
cult_13875,hours,,129
cult_13875,days,,129
cult_13875,months,,129
cult_13875,years,,129
cult_13875,decades,,129
fina_40472,seconds,,164
fina_40472,minutes,,164
fina_40472,hours,,164
fina_40472,days,,164
fina_40472,months,,164
fina_40472,years,,164
fina_40472,decades,,164
fina_2790,seconds,,128
fina_2790,minutes,,128
fina_2790,hours,,128
fina_2790,days,,128
fina_2790,months,,128
fina_2790,years,,128
fina_2790,decades,,128
fina_geop_38089,seconds,,239
fina_geop_38089,minutes,,239
fina_geop_38089,hours,,239
fina_geop_38089,days,,239
fina_geop_38089,months,,239
fina_geop_38089,years,,239
fina_geop_38089,decades,,239
fina_46052,seconds,,144
fina_46052,minutes,,144
fina_46052,hours,,144
fina_46052,days,,144
fina_46052,months,,144
fina_46052,years,,144
fina_46052,decades,,144
hist_fina_38767,seconds,,220
hist_fina_38767,minutes,,220
hist_fina_38767,hours,,220
hist_fina_38767,days,,220
hist_fina_38767,months,,220
hist_fina_38767,years,,220
hist_fina_38767,decades,,220
fina_2533,seconds,,146
fina_2533,minutes,,146
fina_2533,hours,,146
fina_2533,days,,146
fina_2533,months,,146
fina_2533,years,,146
fina_2533,decades,,146
hist_23553,seconds,,106
hist_23553,minutes,,106
hist_23553,hours,,106
hist_23553,days,,106
hist_23553,months,,106
hist_23553,years,,106
hist_23553,decades,,106
fina_geop_38230,seconds,,214
fina_geop_38230,minutes,,214
fina_geop_38230,hours,,214
fina_geop_38230,days,,214
fina_geop_38230,months,,214
fina_geop_38230,years,,214
fina_geop_38230,decades,,214
hist_47750,seconds,,228
hist_47750,minutes,,228
hist_47750,hours,,228
hist_47750,days,,228
hist_47750,months,,228
hist_47750,years,,228
hist_47750,decades,,228
scie_37365,seconds,,187
scie_37365,minutes,,187
scie_37365,hours,,187
scie_37365,days,,187
scie_37365,months,,187
scie_37365,years,,187
scie_37365,decades,,187
hist_22372,seconds,,100
hist_22372,minutes,,100
hist_22372,hours,,100
hist_22372,days,,100
hist_22372,months,,100
hist_22372,years,,100
hist_22372,decades,,100
geop_11938,seconds,,90
geop_11938,minutes,,90
geop_11938,hours,,90
geop_11938,days,,90
geop_11938,months,,90
geop_11938,years,,90
geop_11938,decades,,90
geop_19357,seconds,,96
geop_19357,minutes,,96
geop_19357,hours,,96
geop_19357,days,,96
geop_19357,months,,96
geop_19357,years,,96
geop_19357,decades,,96
cult_12641,seconds,,94
cult_12641,minutes,,94
cult_12641,hours,,94
cult_12641,days,,94
cult_12641,months,,94
cult_12641,years,,94
cult_12641,decades,,94
cult_10780,seconds,,65
cult_10780,minutes,,65
cult_10780,hours,,65
cult_10780,days,,65
cult_10780,months,,65
cult_10780,years,,65
cult_10780,decades,,65
tech_44888,seconds,,263
tech_44888,minutes,,263
tech_44888,hours,,263
tech_44888,days,,263
tech_44888,months,,263
tech_44888,years,,263
tech_44888,decades,,263
scie_36405,seconds,,79
scie_36405,minutes,,79
scie_36405,hours,,79
scie_36405,days,,79
scie_36405,months,,79
scie_36405,years,,79
scie_36405,decades,,79
hist_7358,seconds,,166
hist_7358,minutes,,166
hist_7358,hours,,166
hist_7358,days,,166
hist_7358,months,,166
hist_7358,years,,166
hist_7358,decades,,166
fina_tech_14783,seconds,,188
fina_tech_14783,minutes,,188
fina_tech_14783,hours,,188
fina_tech_14783,days,,188
fina_tech_14783,months,,188
fina_tech_14783,years,,188
fina_tech_14783,decades,,188
cult_10967,seconds,,61
cult_10967,minutes,,61
cult_10967,hours,,61
cult_10967,days,,61
cult_10967,months,,61
cult_10967,years,,61
cult_10967,decades,,61
fina_4532,seconds,,107
fina_4532,minutes,,107
fina_4532,hours,,107
fina_4532,days,,107
fina_4532,months,,107
fina_4532,years,,107
fina_4532,decades,,107
scie_28130,seconds,,89
scie_28130,minutes,,89
scie_28130,hours,,89
scie_28130,days,,89
scie_28130,months,,89
scie_28130,years,,89
scie_28130,decades,,89
tech_42234,seconds,,61
tech_42234,minutes,,61
tech_42234,hours,,61
tech_42234,days,,61
tech_42234,months,,61
tech_42234,years,,61
tech_42234,decades,,61
fina_geop_39022,seconds,,278
fina_geop_39022,minutes,,278
fina_geop_39022,hours,,278
fina_geop_39022,days,,278
fina_geop_39022,months,,278
fina_geop_39022,years,,278
fina_geop_39022,decades,,278
scie_36462,seconds,,125
scie_36462,minutes,,125
scie_36462,hours,,125
scie_36462,days,,125
scie_36462,months,,125
scie_36462,years,,125
scie_36462,decades,,125
medi_scie_35619,seconds,,123
medi_scie_35619,minutes,,123
medi_scie_35619,hours,,123
medi_scie_35619,days,,123
medi_scie_35619,months,,123
medi_scie_35619,years,,123
medi_scie_35619,decades,,123
tech_hist_45617,seconds,,192
tech_hist_45617,minutes,,192
tech_hist_45617,hours,,192
tech_hist_45617,days,,192
tech_hist_45617,months,,192
tech_hist_45617,years,,192
tech_hist_45617,decades,,192
hist_2545,seconds,,125
hist_2545,minutes,,125
hist_2545,hours,,125
hist_2545,days,,125
hist_2545,months,,125
hist_2545,years,,125
hist_2545,decades,,125
tech_28815,seconds,,43
tech_28815,minutes,,43
tech_28815,hours,,43
tech_28815,days,,43
tech_28815,months,,43
tech_28815,years,,43
tech_28815,decades,,43
hist_22485,seconds,,99
hist_22485,minutes,,99
hist_22485,hours,,99
hist_22485,days,,99
hist_22485,months,,99
hist_22485,years,,99
hist_22485,decades,,99
fina_42336,seconds,,244
fina_42336,minutes,,244
fina_42336,hours,,244
fina_42336,days,,244
fina_42336,months,,244
fina_42336,years,,244
fina_42336,decades,,244
hist_6073,seconds,,131
hist_6073,minutes,,131
hist_6073,hours,,131
hist_6073,days,,131
hist_6073,months,,131
hist_6073,years,,131
hist_6073,decades,,131
medi_34521,seconds,,107
medi_34521,minutes,,107
medi_34521,hours,,107
medi_34521,days,,107
medi_34521,months,,107
medi_34521,years,,107
medi_34521,decades,,107
fina_195,seconds,,138
fina_195,minutes,,138
fina_195,hours,,138
fina_195,days,,138
fina_195,months,,138
fina_195,years,,138
fina_195,decades,,138
cult_8290,seconds,,142
cult_8290,minutes,,142
cult_8290,hours,,142
cult_8290,days,,142
cult_8290,months,,142
cult_8290,years,,142
cult_8290,decades,,142
hist_20357,seconds,,91
hist_20357,minutes,,91
hist_20357,hours,,91
hist_20357,days,,91
hist_20357,months,,91
hist_20357,years,,91
hist_20357,decades,,91
hist_7964,seconds,,134
hist_7964,minutes,,134
hist_7964,hours,,134
hist_7964,days,,134
