type,source,overall_accuracy,date,entity,relation,hallucinated,hallucination_type,output
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as introduced glasnost and perestroika took place on 1985.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as became UK Prime Minister took place on May 3, 1979."
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as became US President took place on January 20, 2009."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as adopted euro currency took place on January 1, 1999."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,The event known as completed Guernica took place on June 1937.
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as released Sgt. Pepper's album took place on June 1, 1967."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as held first Academy Awards took place on May 16, 1929."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"On April 2, 1968, released 2001: A Space Odyssey."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,The event known as published The Shining took place on 1977.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as released Ziggy Stardust took place on June 16, 1972."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as began digital preservation took place on 1996.
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"The event known as won heavyweight boxing title took place on February 25, 1964."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,"It was November 19, 1969 when scored 1000th goal."
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as won Nobel Prize in Physics took place on December 10, 1903."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as published Special Relativity took place on June 30, 1905."
point_in_time,template,0.8000,1.0000,0.4000,1.0000,True,entity,"The event known as declared independence took place on July 4, 1776."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"On July 20, 1969, walked on the Moon."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as experienced nuclear disaster took place on April 26, 1986."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as was invented took place on March 12, 1989."
point_in_time,template,0.8333,1.0000,0.5000,1.0000,True,entity,"The event known as fell, ending Cold War took place on November 9, 1989."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as declared COVID-19 pandemic took place on March 11, 2020."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"docked with ISS happened on May 31, 2020."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as captured first images took place on July 12, 2022."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as discovered Mandelbrot set took place on November 1, 1980."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,The event known as began chimpanzee study took place on July 1960.
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,The event known as formulated gravity law took place on 1687.
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as published evolution theory took place on November 24, 1859."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"The event known as patented telephone took place on March 10, 1876."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as tested light bulb took place on October 21, 1879."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as transmitted wireless electricity took place on 1891.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,fabricated,"It was May 2, 1952 when captured Photo 51."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as announced polio vaccine took place on April 12, 1955."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,The event known as proposed Hawking radiation took place on 1974.
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as developed CRISPR took place on 2012.
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as released Linux kernel took place on September 17, 1991."
point_in_time,template,0.7600,1.0000,0.2800,1.0000,True,entity,"The event known as crowned himself Emperor took place on December 2, 1804."
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as issued Emancipation Proclamation took place on January 1, 1863."
point_in_time,template,0.5778,1.0000,0.7333,0.0000,True,entity,"The event known as led India to independence took place on August 15, 1947."
point_in_time,template,0.8444,1.0000,0.5333,1.0000,True,entity,"The event known as became South Africa President took place on May 10, 1994."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"refused to give up bus seat. This happened on December 1, 1955."
point_in_time,template,0.4333,1.0000,0.3000,0.0000,True,entity,"delivered 'I Have a Dream' speech. This happened on August 28, 1963."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as introduced glasnost and perestroika took place on 1985.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as became UK Prime Minister took place on May 3, 1979."
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as became US President took place on January 20, 2009."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as adopted euro currency took place on January 1, 1999."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,The event known as completed Guernica took place on June 1937.
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as released Sgt. Pepper's album took place on June 1, 1967."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as held first Academy Awards took place on May 16, 1929."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"On April 2, 1968, released 2001: A Space Odyssey."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,The event known as published The Shining took place on 1977.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as released Ziggy Stardust took place on June 16, 1972."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as began digital preservation took place on 1996.
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"The event known as won heavyweight boxing title took place on February 25, 1964."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,"It was November 19, 1969 when scored 1000th goal."
point_in_time,template,0.4444,1.0000,0.3333,0.0000,True,entity,"The event known as won Nobel Prize in Physics took place on December 10, 1903."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as published Special Relativity took place on June 30, 1905."
point_in_time,template,0.8000,1.0000,0.4000,1.0000,True,entity,"The event known as declared independence took place on July 4, 1776."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"On July 20, 1969, walked on the Moon."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as experienced nuclear disaster took place on April 26, 1986."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as was invented took place on March 12, 1989."
point_in_time,template,0.8333,1.0000,0.5000,1.0000,True,entity,"The event known as fell, ending Cold War took place on November 9, 1989."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as declared COVID-19 pandemic took place on March 11, 2020."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"docked with ISS happened on May 31, 2020."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as captured first images took place on July 12, 2022."
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,entity,"The event known as discovered Mandelbrot set took place on November 1, 1980."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,The event known as began chimpanzee study took place on July 1960.
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,The event known as formulated gravity law took place on 1687.
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as published evolution theory took place on November 24, 1859."
point_in_time,template,0.4000,1.0000,0.2000,0.0000,True,entity,"The event known as patented telephone took place on March 10, 1876."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,"The event known as tested light bulb took place on October 21, 1879."
point_in_time,template,0.7333,1.0000,0.2000,1.0000,True,entity,The event known as transmitted wireless electricity took place on 1891.
point_in_time,template,0.7778,1.0000,0.3333,1.0000,True,fabricated,"It was May 2, 1952 when captured Photo 51."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,entity,"lasted stretched across 6 years (September 1, 1939-September 2, 1945)."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 3 centuries from 14th century to 17th century, occurred."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,spanned ran from 1890 to 1934.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"persisted spanned 42 years, from March 12, 1947 to December 3, 1989."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,"From 1837 to 1901, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1760 to 1840, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,shaped ran from 1685 to 1815.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"characterized tech spanned 5 years, from 1995 to 2000."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
intervals,template,0.8667,1.0000,0.6000,1.0000,False,none,"dominated Europe spanned 1000 years, from 5th century to 15th century."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,flourished ran from 3100 BCE to 30 BCE.
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,governed ran from 27 BCE to 476 CE.
intervals,template,0.5444,0.5000,0.1333,1.0000,True,relation,endured ran from 330 CE to 1453 CE.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"flourished spanned 600 years, from 8th century to 14th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,entity,"In the 273 years from 793 to 1066, influenced."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"transformed spanned 300 years, from 14th century to 17th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 356 years from 1478 to 1834, persisted."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 200 years from 16th century to 18th century, revolutionized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 9 years from 1920 to 1929, characterized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 66 years from 1957 to present, revolutionized."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,marked ran from 1942 to 1970s.
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1950 to present, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1990 to present, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1980 to present, reshaped."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"influenced design spanned 20 years, from 1920 to 1940."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"dominated music spanned 9 years, from 1920 to 1929."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1920 to 1930, flourished."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,fabricated,evolved lasted from late 1800s to mid-1900s.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"challenged society spanned 20 years, from 1960s to 1970s."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,entity,"lasted stretched across 6 years (September 1, 1939-September 2, 1945)."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 3 centuries from 14th century to 17th century, occurred."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,spanned ran from 1890 to 1934.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"persisted spanned 42 years, from March 12, 1947 to December 3, 1989."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,"From 1837 to 1901, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1760 to 1840, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,shaped ran from 1685 to 1815.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"characterized tech spanned 5 years, from 1995 to 2000."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
intervals,template,0.8667,1.0000,0.6000,1.0000,False,none,"dominated Europe spanned 1000 years, from 5th century to 15th century."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,flourished ran from 3100 BCE to 30 BCE.
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,governed ran from 27 BCE to 476 CE.
intervals,template,0.5444,0.5000,0.1333,1.0000,True,relation,endured ran from 330 CE to 1453 CE.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"flourished spanned 600 years, from 8th century to 14th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,entity,"In the 273 years from 793 to 1066, influenced."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"transformed spanned 300 years, from 14th century to 17th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 356 years from 1478 to 1834, persisted."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 200 years from 16th century to 18th century, revolutionized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 9 years from 1920 to 1929, characterized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 66 years from 1957 to present, revolutionized."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,marked ran from 1942 to 1970s.
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1950 to present, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1990 to present, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1980 to present, reshaped."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"influenced design spanned 20 years, from 1920 to 1940."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"dominated music spanned 9 years, from 1920 to 1929."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1920 to 1930, flourished."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,fabricated,evolved lasted from late 1800s to mid-1900s.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"challenged society spanned 20 years, from 1960s to 1970s."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,entity,"lasted stretched across 6 years (September 1, 1939-September 2, 1945)."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 3 centuries from 14th century to 17th century, occurred."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,spanned ran from 1890 to 1934.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"persisted spanned 42 years, from March 12, 1947 to December 3, 1989."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,"From 1837 to 1901, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1760 to 1840, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,shaped ran from 1685 to 1815.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"characterized tech spanned 5 years, from 1995 to 2000."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
intervals,template,0.8667,1.0000,0.6000,1.0000,False,none,"dominated Europe spanned 1000 years, from 5th century to 15th century."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,flourished ran from 3100 BCE to 30 BCE.
intervals,template,0.6667,1.0000,0.0000,1.0000,True,relation,governed ran from 27 BCE to 476 CE.
intervals,template,0.5444,0.5000,0.1333,1.0000,True,relation,endured ran from 330 CE to 1453 CE.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"flourished spanned 600 years, from 8th century to 14th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,entity,"In the 273 years from 793 to 1066, influenced."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"transformed spanned 300 years, from 14th century to 17th century."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 356 years from 1478 to 1834, persisted."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 200 years from 16th century to 18th century, revolutionized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 9 years from 1920 to 1929, characterized."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 66 years from 1957 to present, revolutionized."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,marked ran from 1942 to 1970s.
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1950 to present, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1990 to present, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1980 to present, reshaped."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"influenced design spanned 20 years, from 1920 to 1940."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"dominated music spanned 9 years, from 1920 to 1929."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1920 to 1930, flourished."
intervals,template,0.6667,1.0000,0.0000,1.0000,True,fabricated,evolved lasted from late 1800s to mid-1900s.
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"challenged society spanned 20 years, from 1960s to 1970s."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,entity,"lasted stretched across 6 years (September 1, 1939-September 2, 1945)."
intervals,template,0.6667,1.0000,0.0000,1.0000,False,none,"In the 3 centuries from 14th century to 17th century, occurred."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,fabricated,spanned ran from 1890 to 1934.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"persisted spanned 42 years, from March 12, 1947 to December 3, 1989."
intervals,template,0.4000,1.0000,0.2000,0.0000,True,relation,"From 1837 to 1901, defined."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,"From 1760 to 1840, transformed."
intervals,template,0.7333,1.0000,0.2000,1.0000,True,relation,shaped ran from 1685 to 1815.
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"characterized tech spanned 5 years, from 1995 to 2000."
intervals,template,0.7333,1.0000,0.2000,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
sequences,template,0.0857,0.0000,0.2571,0.0000,True,entity,5 steps in all. First Archduke assassinated. Then Ultimatum issued to Serbia. Last War declared on S
sequences,template,0.0190,0.0000,0.0571,0.0000,True,entity,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
sequences,template,0.4333,0.2000,0.1000,1.0000,True,entity,5 steps in all. First Ancient Egypt thrived. Then Roman Empire rose. Last Middle Ages began.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,The way it went was this: Internet invented. Then Web created. Then Browsers commercialized.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,5 steps in all. First COVID-19 emerges. Then Lockdowns implemented. Last Vaccines developed.
sequences,polished,0.1556,0.2000,0.2667,0.0000,True,entity,"There are five main steps. First, the Industrial Revolution started in 1760. Next, the steam engine "
sequences,template,0.0667,0.0000,0.2000,0.0000,True,entity,The way it went was this: French Revolution erupted. Then Bastille stormed. Then Rights declared.
sequences,template,0.4167,0.0000,0.2500,1.0000,True,entity,The way it went was this: Civil War started. Then Battle of Gettysburg. Then Emancipation Proclamati
sequences,template,0.4000,0.0000,0.2000,1.0000,True,entity,5 steps in all. First World War I began. Then Trench warfare dominated. Last US joined the war.
sequences,template,0.4167,0.0000,0.2500,1.0000,True,entity,5 steps in all. First Nazi Party rose. Then Hitler became Chancellor. Last World War II began.
sequences,template,0.0000,0.0000,0.0000,0.0000,True,entity,5 steps in all. First Heliocentric theory proposed. Then Planetary laws discovered. Last Telescopes 
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,The way it went was this: Atoms proposed. Then Atomic structure discovered. Then Electrons identifie
sequences,polished,0.5444,0.5000,0.1333,1.0000,True,entity,"First, scientists proposed the theory of evolution in 1859.  
Next, they found evidence for natural "
sequences,polished,0.3333,0.0000,0.0000,1.0000,True,entity,"Here is a simplified version that maximizes the Flesch Reading Ease score:

First, germ theory was p"
sequences,polished,0.0889,0.2000,0.0667,0.0000,True,entity,"Here is a simple, easy-to-read version:

First, scientists found radioactivity in 1896.  
Next, they"
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,5 steps in all. First Telegraph invented. Then Telegraph networks expanded. Last Telephone invented.
sequences,template,0.4000,0.2000,0.0000,1.0000,True,entity,The way it went was this: First computers built. Then Programming languages developed. Then Personal
sequences,polished,0.0000,0.0000,0.0000,0.0000,True,entity,"Here is a revised version that maximizes the Flesch Reading Ease score:

First, photography was inve"
sequences,template,0.0857,0.0000,0.2571,0.0000,True,entity,5 steps in all. First Archduke assassinated. Then Ultimatum issued to Serbia. Last War declared on S
sequences,template,0.0190,0.0000,0.0571,0.0000,True,entity,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
sequences,template,0.4333,0.2000,0.1000,1.0000,True,entity,5 steps in all. First Ancient Egypt thrived. Then Roman Empire rose. Last Middle Ages began.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,The way it went was this: Internet invented. Then Web created. Then Browsers commercialized.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,5 steps in all. First COVID-19 emerges. Then Lockdowns implemented. Last Vaccines developed.
sequences,polished,0.0667,0.0000,0.2000,0.0000,True,entity,"There are five main steps. First, the Industrial Revolution started. Next, people made the steam eng"
sequences,template,0.0667,0.0000,0.2000,0.0000,True,entity,The way it went was this: French Revolution erupted. Then Bastille stormed. Then Rights declared.
sequences,template,0.4167,0.0000,0.2500,1.0000,True,entity,The way it went was this: Civil War started. Then Battle of Gettysburg. Then Emancipation Proclamati
sequences,template,0.4000,0.0000,0.2000,1.0000,True,entity,5 steps in all. First World War I began. Then Trench warfare dominated. Last US joined the war.
sequences,template,0.4167,0.0000,0.2500,1.0000,True,entity,5 steps in all. First Nazi Party rose. Then Hitler became Chancellor. Last World War II began.
sequences,template,0.0000,0.0000,0.0000,0.0000,True,entity,5 steps in all. First Heliocentric theory proposed. Then Planetary laws discovered. Last Telescopes 
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,The way it went was this: Atoms proposed. Then Atomic structure discovered. Then Electrons identifie
sequences,polished,0.3333,0.0000,0.0000,1.0000,True,entity,"There are five main steps. First, the idea of evolution was made. Next, scientists found natural sel"
sequences,polished,0.3333,0.0000,0.0000,1.0000,True,entity,"Here is a simplified and clearer version to improve readability:

First, people proposed germ theory"
sequences,polished,0.0000,0.0000,0.0000,0.0000,True,entity,"Here is a version that maximizes the Flesch Reading Ease score:

It went like this. Radioactivity wa"
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,5 steps in all. First Telegraph invented. Then Telegraph networks expanded. Last Telephone invented.
sequences,template,0.4000,0.2000,0.0000,1.0000,True,entity,The way it went was this: First computers built. Then Programming languages developed. Then Personal
sequences,polished,0.1100,0.2500,0.0800,0.0000,True,entity,"Here is a simplified, easy-to-read version:

First, photography was invented in 1839.  
Next, color "
sequences,template,0.0857,0.0000,0.2571,0.0000,True,entity,5 steps in all. First Archduke assassinated. Then Ultimatum issued to Serbia. Last War declared on S
sequences,template,0.0190,0.0000,0.0571,0.0000,True,entity,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
sequences,template,0.4333,0.2000,0.1000,1.0000,True,entity,5 steps in all. First Ancient Egypt thrived. Then Roman Empire rose. Last Middle Ages began.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,The way it went was this: Internet invented. Then Web created. Then Browsers commercialized.
sequences,template,0.3333,0.0000,0.0000,1.0000,True,entity,5 steps in all. First COVID-19 emerges. Then Lockdowns implemented. Last Vaccines developed.
sequences,polished,0.1556,0.2000,0.2667,0.0000,True,entity,"There are five key steps. First, the Industrial Revolution started in 1760. Next, people made the st"
sequences,template,0.0667,0.0000,0.2000,0.0000,True,entity,The way it went was this: French Revolution erupted. Then Bastille stormed. Then Rights declared.
sequences,template,0.4167,0.0000,0.2500,1.0000,True,entity,The way it went was this: Civil War started. Then Battle of Gettysburg. Then Emancipation Proclamati
sequences,template,0.4000,0.0000,0.2000,1.0000,True,entity,5 steps in all. First World War I began. Then Trench warfare dominated. Last US joined the war.
