type,template,flesch,words,success,output
sequences,production_llm,15.640000000000015,5,True,"COVID-19 emerges, Lockdowns implemente, ..."
sequences,production_llm,0.0,5,False,"Industrial Revolutio, Steam engine perfe..."
sequences,production_llm,45.64500000000001,6,True,"French Revolution er, Bastille stormed, ..."
sequences,production_llm,59.745000000000005,6,True,"Civil War started, Battle of Gettysburg,..."
sequences,production_llm,66.7871428571429,7,True,"World War I began, Trench warfare domin,..."
sequences,production_llm,54.70142857142861,7,True,"Nazi Party rose, Hitler became Chance, W..."
sequences,production_llm,59.745000000000005,6,True,"Heliocentric theory , Planetary laws dis..."
sequences,production_llm,17.44500000000002,6,True,"Atoms proposed, Atomic structure dis, El..."
sequences,production_llm,31.545000000000016,6,True,"Evolution theory pro, Natural selection ..."
sequences,production_llm,0.0,5,False,"Germ theory proposed, Bacteria identifie..."
sequences,production_llm,0.0,5,False,"Radioactivity discov, Radium isolated, A..."
sequences,production_llm,0.0,5,False,"Telegraph invented, Telegraph networks e..."
sequences,production_llm,32.56000000000003,5,True,"First computers buil, Programming langua..."
sequences,production_llm,15.640000000000015,5,True,"Photography invented, Color photography ..."
sequences,production_llm,0.0,5,False,"Archduke assassinate, Ultimatum issued t..."
sequences,production_llm,45.64500000000001,6,True,"Berlin Wall erected, Kennedy visits Berl..."
sequences,production_llm,31.545000000000016,6,True,"Ancient Egypt thrive, Roman Empire rose,..."
sequences,production_llm,15.640000000000015,5,True,"Internet invented, Web created, Browsers..."
sequences,production_llm,15.640000000000015,5,True,"COVID-19 emerges, Lockdowns implemente, ..."
sequences,production_llm,0.0,5,False,"Industrial Revolutio, Steam engine perfe..."
sequences,production_llm,45.64500000000001,6,True,"French Revolution er, Bastille stormed, ..."
sequences,production_llm,59.745000000000005,6,True,"Civil War started, Battle of Gettysburg,..."
sequences,production_llm,66.7871428571429,7,True,"World War I began, Trench warfare domin,..."
sequences,production_llm,54.70142857142861,7,True,"Nazi Party rose, Hitler became Chance, W..."
sequences,production_llm,59.745000000000005,6,True,"Heliocentric theory , Planetary laws dis..."
sequences,production_llm,17.44500000000002,6,True,"Atoms proposed, Atomic structure dis, El..."
sequences,production_llm,31.545000000000016,6,True,"Evolution theory pro, Natural selection ..."
sequences,production_llm,0.0,5,False,"Germ theory proposed, Bacteria identifie..."
causality,production_llm,15.640000000000015,5,True,Archduke Franz Ferdinand assas effect.
causality,production_llm,59.745000000000005,6,True,Stock market crash on October  effect.
causality,production_llm,32.56000000000003,5,True,Printing press invented around effect.
causality,production_llm,15.640000000000015,5,True,Penicillin discovered in 1928 effect.
causality,production_llm,0.0,5,False,Russian Revolution occurred in effect.
causality,production_llm,32.56000000000003,5,True,Industrial Revolution in 18th  effect.
causality,production_llm,32.56000000000003,5,True,Steam engine was invented effect.
causality,production_llm,100.0,6,True,Berlin Wall fell in 1989 effect.
causality,production_llm,15.640000000000015,5,True,Climate change from greenhouse effect.
causality,production_llm,12.425000000000011,4,True,Internet was invented effect.
causality,production_llm,45.64500000000001,6,True,Treaty of Versailles imposed o effect.
causality,production_llm,31.545000000000016,6,True,British taxation on American c effect.
causality,production_llm,49.48000000000002,5,True,French monarchy despotism and  effect.
causality,production_llm,0.0,3,False,Archduke assassinated effect.
causality,production_llm,0.0,4,False,Nazi expansionist policies effect.
causality,production_llm,0.0,5,False,Genetic inheritance patterns o effect.
causality,production_llm,73.84500000000001,6,True,X-rays discovered by Röntgen i effect.
causality,production_llm,0.0,4,False,Einstein formulated relativity effect.
causality,production_llm,32.56000000000003,5,True,Transistor developed in 1947 effect.
causality,production_llm,0.0,4,False,Synthetic insulin synthesized effect.
causality,production_llm,0.0,5,False,Credit expansion and speculati effect.
causality,production_llm,73.84500000000001,6,True,OPEC oil embargo in 1973 effect.
causality,production_llm,59.745000000000005,6,True,Housing market collapsed in 20 effect.
causality,production_llm,31.545000000000016,6,True,Trade opened between China and effect.
causality,production_llm,0.0,5,False,E-commerce and digital markets effect.
causality,production_llm,32.56000000000003,5,True,Uncle Tom's Cabin published effect.
causality,production_llm,73.84500000000001,6,True,Workers treated poorly in fact effect.
causality,production_llm,31.545000000000016,6,True,Women gained education and emp effect.
causality,production_llm,15.640000000000015,5,True,Archduke Franz Ferdinand assas effect.
causality,production_llm,59.745000000000005,6,True,Stock market crash on October  effect.
causality,production_llm,32.56000000000003,5,True,Printing press invented around effect.
causality,production_llm,15.640000000000015,5,True,Penicillin discovered in 1928 effect.
causality,production_llm,0.0,5,False,Russian Revolution occurred in effect.
causality,production_llm,32.56000000000003,5,True,Industrial Revolution in 18th  effect.
causality,production_llm,32.56000000000003,5,True,Steam engine was invented effect.
causality,production_llm,100.0,6,True,Berlin Wall fell in 1989 effect.
causality,production_llm,15.640000000000015,5,True,Climate change from greenhouse effect.
causality,production_llm,12.425000000000011,4,True,Internet was invented effect.
causality,production_llm,45.64500000000001,6,True,Treaty of Versailles imposed o effect.
causality,production_llm,31.545000000000016,6,True,British taxation on American c effect.
causality,production_llm,49.48000000000002,5,True,French monarchy despotism and  effect.
causality,production_llm,0.0,3,False,Archduke assassinated effect.
causality,production_llm,0.0,4,False,Nazi expansionist policies effect.
causality,production_llm,0.0,5,False,Genetic inheritance patterns o effect.
causality,production_llm,73.84500000000001,6,True,X-rays discovered by Röntgen i effect.
causality,production_llm,0.0,4,False,Einstein formulated relativity effect.
causality,production_llm,32.56000000000003,5,True,Transistor developed in 1947 effect.
causality,production_llm,0.0,4,False,Synthetic insulin synthesized effect.
causality,production_llm,0.0,5,False,Credit expansion and speculati effect.
causality,production_llm,73.84500000000001,6,True,OPEC oil embargo in 1973 effect.
overlaps,production_llm,78.87285714285717,7,True,"Korean War, Cold War, Nuclear arms race..."
overlaps,production_llm,0.0,5,False,"Shakespeare writing, Globe Theatre opera..."
overlaps,production_llm,66.7871428571429,7,True,"Apollo 11 mission, Vietnam War, Civil Ri..."
overlaps,production_llm,15.640000000000015,5,True,"COVID-19 pandemic, Remote work mainstre,..."
overlaps,production_llm,3.344999999999999,6,False,"Renaissance in Italy, Age of Exploration..."
overlaps,production_llm,31.545000000000016,6,True,"Berlin Blockade, NATO formation, Israel ..."
overlaps,production_llm,0.0,4,False,"Industrial Revolutio, American Revolutio..."
overlaps,production_llm,45.64500000000001,6,True,"Dot-com boom, Mobile computing ris, Broa..."
overlaps,production_llm,0.0,5,False,"Medieval period, Renaissance emerging, F..."
overlaps,production_llm,0.0,5,False,"Age of Enlightenment, Industrial Revolut..."
overlaps,production_llm,0.0,5,False,"Victorian Era, Industrial Revolutio, Bri..."
overlaps,production_llm,15.640000000000015,5,True,"Belle Époque flouris, Industrial society..."
overlaps,production_llm,15.640000000000015,5,True,"Roaring Twenties, Jazz Age, Prohibition..."
overlaps,production_llm,100.0,10,True,"World War II in Euro, World War II in Pa..."
overlaps,production_llm,66.7871428571429,7,True,"Vietnam War, Space Race, Civil Rights Mo..."
overlaps,production_llm,78.87285714285717,7,True,"Berlin Wall fell, Soviet communism col, ..."
overlaps,production_llm,3.344999999999999,6,False,"Internet rise, Mobile phones develo, Dig..."
overlaps,production_llm,66.7871428571429,7,True,"September 11 attacks, War on Terror bega..."
overlaps,production_llm,0.0,4,False,"Romantic movement, Industrial Revolutio,..."
overlaps,production_llm,32.56000000000003,5,True,"Modernism in art, Cubism, Surrealism..."
overlaps,production_llm,15.640000000000015,5,True,"Women's Liberation, Gay Rights Movement,..."
overlaps,production_llm,78.87285714285717,7,True,"Korean War, Cold War, Nuclear arms race..."
overlaps,production_llm,0.0,5,False,"Shakespeare writing, Globe Theatre opera..."
overlaps,production_llm,66.7871428571429,7,True,"Apollo 11 mission, Vietnam War, Civil Ri..."
overlaps,production_llm,15.640000000000015,5,True,"COVID-19 pandemic, Remote work mainstre,..."
overlaps,production_llm,3.344999999999999,6,False,"Renaissance in Italy, Age of Exploration..."
overlaps,production_llm,31.545000000000016,6,True,"Berlin Blockade, NATO formation, Israel ..."
overlaps,production_llm,0.0,4,False,"Industrial Revolutio, American Revolutio..."
overlaps,production_llm,45.64500000000001,6,True,"Dot-com boom, Mobile computing ris, Broa..."
overlaps,production_llm,0.0,5,False,"Medieval period, Renaissance emerging, F..."
overlaps,production_llm,0.0,5,False,"Age of Enlightenment, Industrial Revolut..."
overlaps,production_llm,0.0,5,False,"Victorian Era, Industrial Revolutio, Bri..."
overlaps,production_llm,15.640000000000015,5,True,"Belle Époque flouris, Industrial society..."
overlaps,production_llm,15.640000000000015,5,True,"Roaring Twenties, Jazz Age, Prohibition..."
overlaps,production_llm,100.0,10,True,"World War II in Euro, World War II in Pa..."
overlaps,production_llm,66.7871428571429,7,True,"Vietnam War, Space Race, Civil Rights Mo..."
overlaps,production_llm,78.87285714285717,7,True,"Berlin Wall fell, Soviet communism col, ..."
overlaps,production_llm,3.344999999999999,6,False,"Internet rise, Mobile phones develo, Dig..."
overlaps,production_llm,66.7871428571429,7,True,"September 11 attacks, War on Terror bega..."
overlaps,production_llm,0.0,4,False,"Romantic movement, Industrial Revolutio,..."
overlaps,production_llm,32.56000000000003,5,True,"Modernism in art, Cubism, Surrealism..."
overlaps,production_llm,15.640000000000015,5,True,"Women's Liberation, Gay Rights Movement,..."
overlaps,production_llm,78.87285714285717,7,True,"Korean War, Cold War, Nuclear arms race..."
overlaps,production_llm,0.0,5,False,"Shakespeare writing, Globe Theatre opera..."
overlaps,production_llm,66.7871428571429,7,True,"Apollo 11 mission, Vietnam War, Civil Ri..."
overlaps,production_llm,15.640000000000015,5,True,"COVID-19 pandemic, Remote work mainstre,..."
overlaps,production_llm,3.344999999999999,6,False,"Renaissance in Italy, Age of Exploration..."
overlaps,production_llm,31.545000000000016,6,True,"Berlin Blockade, NATO formation, Israel ..."
overlaps,production_llm,0.0,4,False,"Industrial Revolutio, American Revolutio..."
overlaps,production_llm,45.64500000000001,6,True,"Dot-com boom, Mobile computing ris, Broa..."
