type,source,overall_accuracy,date,entity,relation,hallucinated,hallucination_type,output
overlaps,polished,0.4000,1.0000,0.2000,0.0000,True,relation,"Between 1948 and 1950, four big events happened at the same time. The Berlin Blockade started. NATO "
overlaps,polished,0.7867,1.0000,0.3600,1.0000,True,relation,"In the late 1700s, many big events happened. Britain had the Industrial Revolution. The American Rev"
overlaps,template,0.0667,0.0000,0.2000,0.0000,True,entity,All 4 at once: Dot-com boom and Mobile computing rise and Broadband expansion and E-commerce emerged
overlaps,polished,0.7600,1.0000,0.2800,1.0000,False,none,"All four events happen at the same time.  
The Medieval period and the Renaissance start.  
Feudalis"
overlaps,polished,0.4127,1.0000,0.2381,0.0000,False,none,"In the late 1700s, big changes happened. The Age of Enlightenment was in full swing. The Industrial "
overlaps,polished,0.4933,0.2000,0.2800,1.0000,True,entity,"All four happened at once. The Victorian Era, the Industrial Revolution, the peak of the British Emp"
overlaps,polished,0.4000,1.0000,0.2000,0.0000,True,relation,"From 1870 to 1914, four big things happened at once. The Belle Époque was lively. Society grew rich "
overlaps,polished,0.1667,0.5000,0.0000,0.0000,True,entity,"In the 1920s, four things happened at once.  
People called it the Roaring Twenties.  
It was also k"
overlaps,template,0.5333,0.0000,0.6000,1.0000,True,entity,All 4 at once: World War II in Europe and World War II in Pacific and Holocaust and Science research
overlaps,template,0.4571,1.0000,0.3714,0.0000,True,relation,All 4 at once: Vietnam War and Space Race and Civil Rights Movement and Counterculture movement.
overlaps,polished,0.3000,0.5000,0.4000,0.0000,True,entity,"In 1989, four big events happened at once. The Berlin Wall fell. Soviet communism ended. Germany uni"
overlaps,polished,0.7000,1.0000,0.1000,1.0000,True,relation,All four events happened at the same time. The Internet grew fast. Mobile phones became popular. The
overlaps,polished,0.2200,0.5000,0.1600,0.0000,True,entity,"In 2001, four things happened at the same time. The September 11 attacks took place. The U.S. starte"
overlaps,polished,0.7000,1.0000,0.1000,1.0000,True,relation,"In the late 1700s and early 1800s, many big changes happened. The Romantic movement grew. The Indust"
overlaps,polished,0.4571,1.0000,0.3714,0.0000,True,relation,"Four art styles happened at once. They are Modernism, Cubism, Surrealism, and Expressionism. All fou"
