type,source,overall_accuracy,date,entity,relation,hallucinated,hallucination_type,output
point_in_time,template,0.9118,1.0000,0.7353,1.0000,False,none,"The event known as announced polio vaccine took place on April 12, 1955."
point_in_time,template,0.9000,1.0000,0.7000,1.0000,False,none,The event known as proposed Hawking radiation took place on 1974.
intervals,template,0.9583,1.0000,0.8750,1.0000,False,none,"In the 6 years from September 1, 1939 to September 2, 1945, lasted."
intervals,template,0.7500,1.0000,0.2500,1.0000,False,none,occurred ran from 14th century to 17th century.
intervals,template,0.8750,1.0000,0.6250,1.0000,False,none,spanned lasted from 1890 to 1934.
intervals,template,0.9667,1.0000,0.9000,1.0000,False,none,"In the 42 years from March 12, 1947 to December 3, 1989, persisted."
intervals,template,0.9000,1.0000,0.7000,1.0000,True,relation,defined ran from 1837 to 1901.
intervals,template,0.8889,1.0000,0.6667,1.0000,True,relation,transformed ran from 1760 to 1840.
intervals,template,0.8889,1.0000,0.6667,1.0000,False,none,shaped lasted from 1685 to 1815.
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 11 years from 1961 to 1972, operated."
intervals,template,0.9444,1.0000,0.8333,1.0000,False,none,"In the 5 years from 1995 to 2000, characterized tech."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 10 years from 1929 to 1939, devastated."
intervals,template,0.9545,1.0000,0.8636,1.0000,False,none,"In the 1000 years from 5th century to 15th century, dominated Europe."
intervals,template,0.7222,1.0000,0.1667,1.0000,True,relation,flourished ran from 3100 BCE to 30 BCE.
intervals,template,0.7222,1.0000,0.1667,1.0000,True,relation,governed ran from 27 BCE to 476 CE.
intervals,template,0.6667,0.5000,0.5000,1.0000,True,relation,endured ran from 330 CE to 1453 CE.
intervals,template,0.7778,1.0000,0.3333,1.0000,False,none,"In the 600 years from 8th century to 14th century, flourished."
intervals,template,0.9444,1.0000,0.8333,1.0000,False,none,"In the 273 years from 793 to 1066, influenced."
intervals,template,0.7917,1.0000,0.3750,1.0000,False,none,"In the 300 years from 14th century to 17th century, transformed."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 356 years from 1478 to 1834, persisted."
intervals,template,0.7778,1.0000,0.3333,1.0000,False,none,"In the 200 years from 16th century to 18th century, revolutionized."
intervals,template,0.9286,1.0000,0.7857,1.0000,False,none,"In the 9 years from 1920 to 1929, characterized."
sequences,template,0.0909,0.0000,0.2727,0.0000,False,none,The way it went was this: Archduke assassinated. Then Ultimatum issued to Serbia. Then War declared 
sequences,template,0.0988,0.0000,0.2963,0.0000,True,relation,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
sequences,template,0.5071,0.2000,0.3214,1.0000,False,none,The way it went was this: Ancient Egypt thrived. Then Roman Empire rose. Then Middle Ages began.
sequences,template,0.4211,0.0000,0.2632,1.0000,True,relation,The way it went was this: Internet invented. Then Web created. Then Browsers commercialized.
sequences,template,0.4103,0.0000,0.2308,1.0000,True,relation,The way it went was this: COVID-19 emerges. Then Lockdowns implemented. Then Vaccines developed.
sequences,template,0.4306,0.0000,0.2917,1.0000,True,relation,The way it went was this: Industrial Revolution began. Then Steam engine perfected. Then Factories m
sequences,template,0.4231,0.0000,0.2692,1.0000,True,relation,The way it went was this: French Revolution erupted. Then Bastille stormed. Then Rights declared.
sequences,template,0.4058,0.0000,0.2174,1.0000,True,relation,The way it went was this: Civil War started. Then Battle of Gettysburg. Then Emancipation Proclamati
sequences,template,0.4103,0.0000,0.2308,1.0000,True,relation,5 steps in all. First World War I began. Then Trench warfare dominated. Last US joined the war.
sequences,template,0.4321,0.0000,0.2963,1.0000,True,relation,The way it went was this: Nazi Party rose. Then Hitler became Chancellor. Then World War II began.
sequences,template,0.0833,0.0000,0.2500,0.0000,True,relation,The way it went was this: Heliocentric theory proposed. Then Planetary laws discovered. Then Telesco
sequences,template,0.4203,0.0000,0.2609,1.0000,True,relation,The way it went was this: Atoms proposed. Then Atomic structure discovered. Then Electrons identifie
sequences,template,0.4306,0.0000,0.2917,1.0000,True,relation,The way it went was this: Evolution theory proposed. Then Natural selection identified. Then Fossils
sequences,template,0.4306,0.0000,0.2917,1.0000,True,relation,The way it went was this: Germ theory proposed. Then Bacteria identified. Then Antiseptic practices 
sequences,polished,0.0455,0.0000,0.1364,0.0000,False,none,"Here's the rewritten version:

In 49 years, big things happened.  
Radioactivity was found.  
Radium"
sequences,template,0.4127,0.0000,0.2381,1.0000,True,relation,The way it went was this: Telegraph invented. Then Telegraph networks expanded. Then Telephone inven
sequences,template,0.4864,0.2000,0.2593,1.0000,False,none,The way it went was this: First computers built. Then Programming languages developed. Then Personal
sequences,template,0.4058,0.0000,0.2174,1.0000,True,relation,The way it went was this: Photography invented. Then Color photography developed. Then Motion pictur
sequences,template,0.0909,0.0000,0.2727,0.0000,False,none,The way it went was this: Archduke assassinated. Then Ultimatum issued to Serbia. Then War declared 
sequences,template,0.0988,0.0000,0.2963,0.0000,True,relation,The way it went was this: Berlin Wall erected. Then Kennedy visits Berlin. Then Cuban Missile Crisis
causality,template,0.4394,1.0000,0.3182,0.0000,True,relation,Archduke Franz Ferdinand assassinated. This made it so: Austria-Hungary declared war on Serbia.
causality,template,0.9400,1.0000,0.8200,1.0000,False,none,"Stock market crash on October 29, 1929. This made it so: Great Depression lasted throughout 1930s."
causality,template,0.9444,1.0000,0.8333,1.0000,False,none,Printing press invented around 1440. This made it so: Knowledge spread accelerated dramatically.
causality,polished,0.5667,1.0000,0.7000,0.0000,True,relation,Penicillin was found in 1928. This medicine changed healthcare. It helped treat bacterial infections
causality,template,0.6111,1.0000,0.8333,0.0000,True,relation,Russian Revolution occurred in 1917. This made it so: Soviet Union became superpower.
causality,polished,0.5635,1.0000,0.1905,0.5000,False,none,"The Industrial Revolution happened in the 18th century.  
It caused more people to move to cities.  "
causality,polished,0.7143,1.0000,0.1429,1.0000,False,none,"The steam engine was invented. It made transport and factories better.  
This change was sure to hap"
causality,template,0.9394,1.0000,0.8182,1.0000,False,none,Berlin Wall fell in 1989. This made it so: Cold War ended and Germany reunified.
causality,template,0.6034,1.0000,0.3103,0.5000,True,relation,Climate change from greenhouse emissions. This made it so: Rising sea levels threaten coastal region
causality,template,0.4386,1.0000,0.3158,0.0000,False,none,Internet was invented. This made it so: Global communication and commerce transformed.
causality,template,0.4487,1.0000,0.3462,0.0000,False,none,Treaty of Versailles imposed on Germany. This made it so: Nazi Party rise fueled by resentment.
causality,polished,0.7302,1.0000,0.1905,1.0000,False,none,British taxed the American colonies. This caused the American Revolution. The colonists were upset. 
causality,template,0.7681,1.0000,0.3043,1.0000,False,none,French monarchy despotism and financial crisis. This made it so: French Revolution transformed Europ
causality,template,0.6270,1.0000,0.3810,0.5000,True,relation,Alliance system pulled powers into World War I. This was due to Archduke assassinated.
causality,template,0.7719,1.0000,0.3158,1.0000,False,none,Nazi expansionist policies. This made it so: World War II triggered in Europe.
causality,polished,0.3467,1.0000,0.0400,0.0000,True,relation,"Scientists saw how genes are passed down.  
This helped improve the idea of evolution.  
They used g"
causality,polished,0.8623,1.0000,0.5870,1.0000,False,none,X-rays were found by Röntgen in 1895. This discovery changed medicine. It helped doctors see inside 
causality,polished,0.7246,1.0000,0.1739,1.0000,False,none,"Einstein created the theory of relativity.  
This changed how we see the world.  
It made physics ve"
causality,template,0.9375,1.0000,0.8125,1.0000,False,none,Transistor developed in 1947. This made it so: Modern computer age began.
causality,polished,0.7222,1.0000,0.1667,1.0000,False,none,Synthetic insulin was made. This made diabetes medicine easy to get.
overlaps,template,0.1389,0.0000,0.4167,0.0000,True,relation,All 3 at once: Korean War and Cold War and Nuclear arms race.
overlaps,polished,0.3810,1.0000,0.1429,0.0000,False,none,"In the late 1500s and early 1600s, several events happened at the same time.  
Shakespeare was writi"
overlaps,template,0.1895,0.2000,0.3684,0.0000,False,none,All 4 at once: Apollo 11 mission and Vietnam War and Civil Rights Movement and Computer Age beginnin
overlaps,template,0.1333,0.0000,0.4000,0.0000,True,relation,All 4 at once: COVID-19 pandemic and Remote work mainstream and Digital transformation and Supply ch
overlaps,polished,0.7167,1.0000,0.1500,1.0000,False,none,"All four events happen at the same time. These are the Renaissance in Italy, the Age of Exploration,"
overlaps,template,0.4737,0.0000,0.4211,1.0000,True,relation,All 4 at once: Berlin Blockade and NATO formation and Israel established and Korean War started.
overlaps,template,0.8039,1.0000,0.4118,1.0000,True,relation,"In late 1700s, Industrial Revolution in Britain and American Revolution and French Enlightenment and"
overlaps,template,0.1500,0.0000,0.4500,0.0000,True,relation,All 4 at once: Dot-com boom and Mobile computing rise and Broadband expansion and E-commerce emerged
overlaps,polished,0.7121,1.0000,0.1364,1.0000,False,none,All four events happen at the same time. The medieval period and the Renaissance are starting. Feuda
overlaps,polished,0.3667,1.0000,0.1000,0.0000,False,none,"In the late 1700s, four big things happened at once. The Age of Enlightenment was in full swing. The"
overlaps,polished,0.4702,0.2000,0.2105,1.0000,False,none,"All four events happened at the same time. The Victorian Era, the Industrial Revolution, the peak of"
overlaps,polished,0.0278,0.0000,0.0833,0.0000,True,relation,"Four big changes happen at once. 

The Belle Époque grows bright. 

Industries grow and change. 

Co"
overlaps,template,0.2000,0.2000,0.4000,0.0000,False,none,All 4 at once: Roaring Twenties and Jazz Age and Prohibition and Economic prosperity.
overlaps,template,0.4667,0.0000,0.4000,1.0000,True,relation,All 4 at once: World War II in Europe and World War II in Pacific and Holocaust and Science research
overlaps,template,0.4630,1.0000,0.3889,0.0000,True,relation,All 4 at once: Vietnam War and Space Race and Civil Rights Movement and Counterculture movement.
overlaps,polished,0.3889,0.5000,0.6667,0.0000,True,relation,"In 1989, many things changed. The Berlin Wall fell. Soviet communism collapsed. Germany reunified. E"
overlaps,template,0.7879,1.0000,0.3636,1.0000,True,relation,All 4 at once: Internet rise and Mobile phones developed and Digital revolution and E-commerce emerg
overlaps,template,0.1228,0.0000,0.3684,0.0000,True,relation,All 4 at once: September 11 attacks and War on Terror began and Afghanistan invaded and Security mea
overlaps,polished,0.7143,1.0000,0.1429,1.0000,True,relation,"In the late 1700s and early 1800s, many big changes happened. The Romantic movement grew. The Indust"
overlaps,polished,0.3958,1.0000,0.1875,0.0000,True,relation,"All four styles happen at once.  
They are modern art, Cubism, Surrealism, and Expressionism.  
This"
