scenario_id,method,complexity_level,latency_ms,tokens_out,cost,quality_proxy
cult_14447,,1,,,,
fina_39875,,1,,,,
hist_3331,,1,,,,
hist_34392,,2,,,,
tech_45974,,1,,,,
medi_28002,,1,,,,
geop_15430,,1,,,,
scie_geop_33433,,2,,,,
fina_48592,,1,,,,
fina_834,,1,,,,
tech_6580,,1,,,,
hist_medi_24184,,1,,,,
medi_30597,,1,,,,
hist_23102,,1,,,,
cult_8738,,1,,,,
cult_44713,,1,,,,
hist_22598,,1,,,,
fina_47300,,1,,,,
geop_hist_14851,,1,,,,
fina_43784,,1,,,,
geop_18582,,1,,,,
fina_38733,,1,,,,
tech_6086,,2,,,,
geop_16857,,1,,,,
tech_46777,,2,,,,
cult_8751,,1,,,,
hist_8216,,1,,,,
fina_47652,,1,,,,
geop_11694,,2,,,,
fina_39114,,1,,,,
fina_6848,,2,,,,
hist_3701,,2,,,,
hist_35846,,1,,,,
fina_42114,,1,,,,
cult_9287,,1,,,,
fina_40001,,1,,,,
tech_geop_48251,,1,,,,
hist_scie_33534,,1,,,,
busi_1708,,1,,,,
musi_50860,,2,,,,
medi_30281,,2,,,,
hist_23353,,1,,,,
hist_24981,,2,,,,
tech_37904,,1,,,,
medi_37441,,1,,,,
scie_32726,,1,,,,
medi_37497,,2,,,,
hist_33645,,1,,,,
scie_27129,,1,,,,
fina_4418,,1,,,,
tech_29133,,1,,,,
medi_34565,,1,,,,
fina_18384,,1,,,,
hist_22170,,1,,,,
hist_scie_24879,,2,,,,
tech_44120,,1,,,,
cult_8165,,1,,,,
cult_13480,,1,,,,
fina_44862,,1,,,,
medi_hist_21456,,1,,,,
scie_24598,,1,,,,
tech_38028,,2,,,,
fina_5094,,2,,,,
spor_50251,,1,,,,
scie_31357,,1,,,,
scie_27157,,1,,,,
geop_19673,,1,,,,
busi_1720,,1,,,,
tech_46792,,1,,,,
tech_29347,,1,,,,
geop_25533,,1,,,,
scie_tech_26908,,1,,,,
scie_hist_31559,,1,,,,
tech_36990,,1,,,,
tech_49193,,1,,,,
hist_3994,,1,,,,
cons_busi_5238,,1,,,,
geop_16413,,1,,,,
cult_14123,,1,,,,
tech_212,,1,,,,
cult_9555,,1,,,,
medi_34902,,1,,,,
hist_21276,,1,,,,
geop_19657,,1,,,,
medi_34806,,1,,,,
cult_13615,,1,,,,
scie_clim_28281,,1,,,,
tech_fina_36815,,1,,,,
geop_19309,,1,,,,
busi_740,,1,,,,
cult_13359,,1,,,,
hist_fina_41239,,1,,,,
hist_cons_5840,,1,,,,
fina_49187,,1,,,,
hist_7398,,1,,,,
fina_43056,,2,,,,
cult_8428,,1,,,,
tech_4386,,1,,,,
scie_36358,,1,,,,
geop_25344,,1,,,,
hist_fina_41173,,1,,,,
cult_13919,,2,,,,
hist_20541,,1,,,,
cult_10428,,1,,,,
fina_1028,,1,,,,
cult_10486,,1,,,,
tech_45819,,1,,,,
geop_12139,,1,,,,
hist_3230,,1,,,,
hist_3642,,1,,,,
geop_15168,,1,,,,
tech_28675,,1,,,,
tech_37073,,1,,,,
geop_11678,,1,,,,
hist_43277,,1,,,,
spor_50518,,1,,,,
tech_46512,,1,,,,
hist_26836,,1,,,,
tech_45971,,1,,,,
hist_5288,,1,,,,
medi_31917,,1,,,,
hist_33646,,2,,,,
cult_10161,,1,,,,
hist_7297,,2,,,,
hist_3542,,2,,,,
hist_22853,,2,,,,
geop_fina_40713,,2,,,,
hist_tech_3396,,1,,,,
medi_34011,,1,,,,
hist_34153,,1,,,,
cult_51096,,1,,,,
geop_49207,,1,,,,
hist_11419,,2,,,,
tech_5999,,1,,,,
fina_46334,,1,,,,
musi_50884,,2,,,,
scie_27955,,1,,,,
geop_fina_19981,,1,,,,
scie_27637,,1,,,,
geop_19495,,1,,,,
geop_16038,,1,,,,
geop_17187,,1,,,,
poli_18455,,2,,,,
hist_tech_37963,,1,,,,
fina_46939,,1,,,,
scie_36319,,1,,,,
hist_27379,,1,,,,
geop_18544,,1,,,,
geop_18364,,2,,,,
tech_48767,,1,,,,
fina_46959,,1,,,,
cult_13880,,1,,,,
hist_6355,,1,,,,
fina_42789,,1,,,,
hist_5537,,1,,,,
cult_10531,,1,,,,
hist_3083,,1,,,,
hist_busi_7825,,1,,,,
fina_49388,,1,,,,
geop_16674,,2,,,,
cult_9802,,1,,,,
cult_14395,,1,,,,
hist_tech_40951,,1,,,,
geop_fina_20017,,1,,,,
hist_6566,,1,,,,
fina_6764,,1,,,,
scie_32318,,1,,,,
book_28941,,1,,,,
fina_39262,,1,,,,
fina_6838,,1,,,,
geop_3009,,1,,,,
tech_46222,,1,,,,
tech_37736,,1,,,,
tech_hist_35735,,1,,,,
tech_27537,,1,,,,
cult_8967,,1,,,,
tech_cult_46583,,1,,,,
scie_31307,,1,,,,
geop_15294,,1,,,,
scie_31342,,1,,,,
medi_hist_21740,,1,,,,
hist_23828,,1,,,,
hist_8186,,1,,,,
hist_134,,2,,,,
tech_46754,,1,,,,
medi_32117,,1,,,,
hist_5784,,2,,,,
tech_45696,,1,,,,
medi_6628,,2,,,,
spor_50490,,1,,,,
geop_17620,,1,,,,
fina_29334,,1,,,,
fina_1004,,1,,,,
scie_27622,,1,,,,
cult_9124,,1,,,,
fina_46340,,1,,,,
hist_80,,1,,,,
fina_41484,,1,,,,
hist_geop_34121,,2,,,,
cult_9194,,1,,,,
hist_15980,,2,,,,
hist_22799,,2,,,,
cult_9898,,1,,,,
scie_28092,,1,,,,
hist_28598,,1,,,,
hist_1264,,1,,,,
hist_23391,,1,,,,
hist_tech_23746,,1,,,,
medi_21528,,2,,,,
tech_49314,,1,,,,
hist_22873,,1,,,,
fina_48997,,2,,,,
cult_12642,,1,,,,
hist_7009,,1,,,,
cult_9697,,1,,,,
fina_48695,,1,,,,
hist_10483,,1,,,,
tech_36941,,1,,,,
cult_11098,,1,,,,
fina_41306,,1,,,,
scie_28010,,1,,,,
hist_3716,,1,,,,
fina_hist_39296,,2,,,,
scie_28333,,1,,,,
spor_50522,,1,,,,
cult_8074,,1,,,,
scie_32238,,1,,,,
scie_tech_26891,,1,,,,
scie_36167,,1,,,,
cult_13655,,1,,,,
cult_10105,,1,,,,
scie_24676,,1,,,,
hist_1337,,2,,,,
hist_26095,,1,,,,
hist_25811,,1,,,,
hist_22297,,1,,,,
scie_28123,,1,,,,
hist_26232,,1,,,,
geop_18847,,2,,,,
cons_busi_5269,,1,,,,
scie_36409,,1,,,,
hist_15884,,1,,,,
hist_26281,,1,,,,
cult_11042,,1,,,,
fina_38956,,1,,,,
tech_49282,,1,,,,
scie_tech_36607,,1,,,,
hist_3226,,1,,,,
medi_30242,,1,,,,
soft_28872,,1,,,,
fina_6748,,1,,,,
medi_35165,,1,,,,
tech_fina_49233,,1,,,,
geop_scie_33589,,2,,,,
hist_fina_47410,,1,,,,
geop_29650,,1,,,,
fina_tech_48795,,1,,,,
cult_9369,,1,,,,
geop_51136,,1,,,,
scie_tech_36583,,1,,,,
fina_2844,,1,,,,
scie_36397,,2,,,,
geop_12349,,1,,,,
busi_1762,,2,,,,
geop_15809,,1,,,,
geop_28481,,1,,,,
tech_2931,,1,,,,
scie_32696,,1,,,,
geop_17888,,1,,,,
scie_27831,,1,,,,
fina_2794,,1,,,,
musi_50845,,2,,,,
hist_22916,,1,,,,
cult_12497,,1,,,,
fina_geop_48566,,1,,,,
medi_30085,,1,,,,
hist_26237,,1,,,,
fina_hist_40382,,1,,,,
hist_10475,,1,,,,
tech_28829,,1,,,,
musi_50602,,1,,,,
cult_13503,,1,,,,
scie_clim_28268,,1,,,,
fina_49486,,1,,,,
hist_tech_37210,,1,,,,
hist_25778,,1,,,,
hist_3733,,2,,,,
hist_25614,,1,,,,
hist_26406,,1,,,,
cult_14533,,1,,,,
hist_43464,,1,,,,
hist_48239,,1,,,,
cult_12537,,1,,,,
tech_36977,,1,,,,
cult_27723,,1,,,,
cult_13410,,1,,,,
fina_2557,,1,,,,
fina_2429,,2,,,,
tech_45882,,1,,,,
fina_1089,,1,,,,
fina_29258,,1,,,,
scie_34397,,1,,,,
tech_fina_47511,,1,,,,
tech_44965,,1,,,,
hist_fina_40126,,2,,,,
hist_25767,,1,,,,
hist_26355,,1,,,,
scie_33073,,2,,,,
cult_8660,,1,,,,
tech_29716,,1,,,,
hist_5639,,1,,,,
scie_32271,,1,,,,
medi_32094,,1,,,,
fina_geop_scie_38479,,1,,,,
hist_fina_41231,,1,,,,
tech_29349,,1,,,,
hist_5334,,1,,,,
medi_35054,,1,,,,
hist_geop_33581,,2,,,,
tech_45245,,1,,,,
scie_geop_33328,,1,,,,
fina_873,,1,,,,
hist_3927,,1,,,,
fina_46651,,1,,,,
medi_32065,,1,,,,
hist_fina_41951,,1,,,,
geop_11612,,1,,,,
geop_15704,,1,,,,
hist_fina_47478,,1,,,,
hist_7450,,1,,,,
busi_fina_1795,,1,,,,
tech_27535,,1,,,,
fina_cult_46054,,1,,,,
tech_36724,,1,,,,
cult_13339,,1,,,,
medi_30510,,1,,,,
scie_hist_31479,,1,,,,
scie_27172,,2,,,,
fina_2732,,1,,,,
cult_13248,,2,,,,
geop_18160,,1,,,,
tech_47962,,1,,,,
scie_32737,,1,,,,
medi_34479,,1,,,,
cult_9730,,1,,,,
cult_9677,,1,,,,
cult_10172,,1,,,,
tech_47262,,1,,,,
fina_1131,,2,,,,
geop_11640,,2,,,,
fina_37068,,1,,,,
tech_4371,,1,,,,
geop_19324,,1,,,,
cult_11069,,1,,,,
cult_45629,,2,,,,
scie_31200,,1,,,,
cult_12721,,1,,,,
fina_43714,,1,,,,
hist_32382,,1,,,,
hist_128,,1,,,,
geop_fina_hist_39588,,2,,,,
fina_47059,,1,,,,
geop_16293,,1,,,,
fina_4451,,1,,,,
medi_30654,,1,,,,
cult_51228,,1,,,,
hist_7631,,1,,,,
busi_4233,,1,,,,
fina_47285,,1,,,,
fina_39025,,1,,,,
busi_4309,,1,,,,
medi_34547,,1,,,,
tech_45753,,1,,,,
geop_11766,,1,,,,
cult_12584,,1,,,,
tech_hist_36924,,1,,,,
hist_3709,,1,,,,
tech_48033,,1,,,,
busi_1800,,1,,,,
hist_25028,,1,,,,
fina_40973,,2,,,,
cult_13461,,1,,,,
fina_47212,,1,,,,
tech_29557,,1,,,,
fina_44446,,1,,,,
medi_21527,,2,,,,
cult_9352,,1,,,,
tech_29374,,1,,,,
fina_hist_41233,,2,,,,
fina_39357,,2,,,,
fina_41760,,1,,,,
spor_50355,,1,,,,
hist_11493,,1,,,,
cult_9167,,1,,,,
geop_15759,,1,,,,
tech_37994,,2,,,,
hist_34308,,1,,,,
fina_46084,,1,,,,
fina_46655,,1,,,,
medi_37494,,1,,,,
tech_45783,,1,,,,
fina_5080,,2,,,,
scie_33028,,1,,,,
tech_47367,,1,,,,
scie_28164,,1,,,,
cult_11114,,1,,,,
hist_26192,,1,,,,
fina_40538,,2,,,,
tech_cult_27117,,1,,,,
geop_16100,,1,,,,
scie_51060,,1,,,,
geop_20241,,1,,,,
geop_18791,,1,,,,
tech_29581,,1,,,,
musi_50627,,1,,,,
tech_49294,,1,,,,
tech_426,,2,,,,
hist_7002,,1,,,,
spor_50153,,1,,,,
tech_hist_29001,,1,,,,
scie_29984,,1,,,,
geop_15411,,1,,,,
tech_46791,,1,,,,
tech_44034,,1,,,,
geop_12149,,1,,,,
geop_17311,,2,,,,
hist_1334,,2,,,,
cult_47229,,1,,,,
spor_50560,,1,,,,
medi_30415,,1,,,,
cult_14264,,1,,,,
tech_36722,,1,,,,
geop_18065,,1,,,,
fina_geop_hist_39711,,1,,,,
medi_35268,,1,,,,
tech_46280,,1,,,,
fina_hist_39461,,1,,,,
hist_35,,2,,,,
hist_geop_43456,,1,,,,
geop_51280,,1,,,,
tech_38043,,2,,,,
cult_8373,,1,,,,
scie_27698,,1,,,,
medi_21636,,1,,,,
geop_15803,,1,,,,
soft_28895,,1,,,,
hist_engi_1178,,1,,,,
fina_45416,,1,,,,
hist_26202,,1,,,,
geop_17769,,1,,,,
tech_6578,,1,,,,
cult_9070,,1,,,,
fina_2330,,2,,,,
medi_hist_21515,,2,,,,
tech_hist_28978,,2,,,,
busi_1856,,1,,,,
fina_4628,,2,,,,
fina_4954,,1,,,,
geop_7173,,2,,,,
hist_tech_23914,,2,,,,
hist_5565,,2,,,,
fina_trad_40594,,1,,,,
spor_50201,,1,,,,
fina_43594,,1,,,,
spor_50574,,1,,,,
geop_11532,,1,,,,
fina_48970,,1,,,,
scie_37335,,1,,,,
medi_31856,,1,,,,
medi_37479,,1,,,,
medi_30642,,1,,,,
tech_37724,,2,,,,
fina_46892,,1,,,,
busi_47,,1,,,,
scie_30583,,2,,,,
hist_scie_33535,,1,,,,
fina_47012,,1,,,,
hist_engi_1184,,1,,,,
fina_40559,,1,,,,
hist_22273,,1,,,,
scie_36257,,1,,,,
tech_48364,,2,,,,
fina_22604,,1,,,,
cons_busi_5208,,1,,,,
hist_26644,,2,,,,
spor_50137,,1,,,,
hist_5390,,1,,,,
fina_39036,,2,,,,
cult_13723,,1,,,,
hist_22348,,1,,,,
cult_10189,,1,,,,
hist_7774,,1,,,,
medi_37624,,1,,,,
cult_10125,,1,,,,
fina_4871,,1,,,,
hist_25442,,1,,,,
fina_geop_38239,,2,,,,
geop_19158,,1,,,,
tech_45088,,2,,,,
scie_hist_32509,,1,,,,
fina_18693,,1,,,,
tech_48847,,1,,,,
hist_43868,,1,,,,
hist_27359,,1,,,,
hist_12939,,1,,,,
hist_32569,,1,,,,
cult_12673,,1,,,,
hist_6779,,1,,,,
tech_37905,,1,,,,
medi_35155,,1,,,,
scie_25185,,1,,,,
geop_19791,,1,,,,
hist_3069,,2,,,,
geop_fina_20044,,1,,,,
tech_29575,,1,,,,
scie_30963,,1,,,,
fina_528,,1,,,,
tech_44831,,1,,,,
hist_3103,,1,,,,
scie_27954,,1,,,,
hist_geop_34109,,2,,,,
fina_4662,,1,,,,
scie_31032,,1,,,,
geop_40139,,1,,,,
geop_fina_20041,,1,,,,
cult_13771,,1,,,,
fina_42087,,2,,,,
cult_8005,,1,,,,
fina_geop_39479,,1,,,,
geop_fina_40459,,2,,,,
tech_45254,,1,,,,
tech_44337,,1,,,,
hist_21175,,1,,,,
ener_701,,1,,,,
geop_19745,,1,,,,
scie_30877,,2,,,,
hist_1359,,1,,,,
fina_42587,,1,,,,
cult_10880,,1,,,,
medi_34552,,1,,,,
hist_21546,,1,,,,
fina_2493,,1,,,,
geop_19129,,1,,,,
scie_48724,,1,,,,
fina_48769,,1,,,,
scie_28170,,1,,,,
busi_58,,1,,,,
scie_27739,,1,,,,
cult_8754,,1,,,,
tech_44854,,1,,,,
scie_27666,,1,,,,
tech_3291,,1,,,,
hist_fina_24241,,1,,,,
cult_10066,,1,,,,
cult_10912,,1,,,,
tech_49273,,1,,,,
hist_tech_23902,,2,,,,
spor_50515,,1,,,,
tech_geop_44171,,1,,,,
hist_25144,,1,,,,
geop_16290,,1,,,,
geop_19616,,1,,,,
hist_fina_47447,,1,,,,
medi_33765,,1,,,,
scie_hist_31464,,1,,,,
cult_13520,,1,,,,
hist_1507,,1,,,,
hist_scie_6322,,1,,,,
hist_20606,,1,,,,
hist_3658,,1,,,,
geop_16145,,1,,,,
cult_14401,,1,,,,
poli_18443,,2,,,,
hist_23355,,1,,,,
fina_38939,,1,,,,
hist_26172,,1,,,,
medi_hist_34041,,1,,,,
fina_41408,,2,,,,
geop_18790,,1,,,,
